InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,InvoiceDateTime
0,22180,RETROSPOT LAMP,-6,"3/15/2011,1:01",9.95,13451,2011-03-15 01:01:00
0,22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,-12,"3/15/2011,1:32",7.65,15311,2011-03-15 01:32:00
0,22832,BROCANTE SHELF WITH HOOKS,-1,"3/15/2011,1:55",9.99,17419,2011-03-15 01:55:00
546661,22777,,-25,"3/15/2011,2:33",0.00,0,2011-03-15 02:33:00
0,22504,CABIN BAG VINTAGE RETROSPOT,-1,"3/15/2011,2:41",9.99,16061,2011-03-15 02:41:00
0,22423,REGENCY CAKESTAND 3 TIER,-1,"3/15/2011,3:42",9.99,15215,2011-03-15 03:42:00
546672,85206A,,-77,"3/15/2011,3:47",0.00,0,2011-03-15 03:47:00
0,21942,SKULLS DESIGN FLANNEL,-12,"3/15/2011,4:51",0.85,13121,2011-03-15 04:51:00
0,21391,FRENCH LAVENDER SCENT HEART,-3,"3/15/2011,4:51",2.10,13121,2011-03-15 04:51:00
0,21114,LAVENDER SCENTED FABRIC HEART,-10,"3/15/2011,4:51",1.25,13121,2011-03-15 04:51:00
0,21937,STRAWBERRY   PICNIC BAG,-2,"3/16/2011,11:3",2.95,18183,2011-03-16 11:03:00
0,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,-1,"3/16/2011,11:3",4.95,18183,2011-03-16 11:03:00
0,22933,BAKING MOULD EASTER EGG MILK CHOC,-144,"3/16/2011,11:5",2.10,16029,2011-03-16 11:05:00
0,22932,BAKING MOULD TOFFEE CUP CHOCOLATE,-96,"3/16/2011,11:5",2.10,16029,2011-03-16 11:05:00
0,22930,BAKING MOULD HEART MILK CHOCOLATE,-96,"3/16/2011,11:5",2.10,16029,2011-03-16 11:05:00
0,21455,PAINTED YELLOW WOODEN DAISY,-13,"3/16/2011,12:1",0.85,16983,2011-03-16 12:01:00
546756,79067,,-5,"3/16/2011,1:31",0.00,0,2011-03-16 01:31:00
0,22212,FOUR HOOK  WHITE LOVEBIRDS,-1,"3/16/2011,1:47",2.10,0,2011-03-16 01:47:00
0,22941,CHRISTMAS LIGHTS 10 REINDEER,-2,"3/16/2011,3:42",8.50,14505,2011-03-16 03:42:00
0,22942,CHRISTMAS LIGHTS 10 SANTAS ,-2,"3/16/2011,3:42",8.50,14505,2011-03-16 03:42:00
0,84978,HANGING HEART JAR T-LIGHT HOLDER,-2,"3/16/2011,4:23",1.06,17080,2011-03-16 04:23:00
0,22801,ANTIQUE GLASS PEDESTAL BOWL,-1,"3/17/2011,9:32",3.75,12924,2011-03-17 09:32:00
0,20726,LUNCH BAG WOODLAND,-1,"3/17/2011,1:55",1.45,17511,2011-03-17 01:55:00
0,21564,PINK  HEART SHAPE LOVE BUCKET ,-1,"3/17/2011,1:55",2.55,17511,2011-03-17 01:55:00
0,21232,STRAWBERRY CERAMIC TRINKET BOX,-10,"3/17/2011,1:55",1.06,17511,2011-03-17 01:55:00
0,22960,JAM MAKING SET WITH JARS,-1,"3/17/2011,1:55",3.75,17511,2011-03-17 01:55:00
0,22196,SMALL HEART MEASURING SPOONS,-4,"3/17/2011,1:55",0.72,17511,2011-03-17 01:55:00
0,22667,RECIPE BOX RETROSPOT ,-1,"3/17/2011,1:55",2.95,17511,2011-03-17 01:55:00
0,22468,BABUSHKA LIGHTS STRING OF 10,-1,"3/17/2011,1:55",5.95,17511,2011-03-17 01:55:00
0,22839,3 TIER CAKE TIN GREEN AND CREAM,-1,"3/17/2011,2:24",9.99,14081,2011-03-17 02:24:00
0,21534,DAIRY MAID LARGE MILK JUG,-1,"3/17/2011,2:24",4.95,14081,2011-03-17 02:24:00
0,22842,BISCUIT TIN VINTAGE RED,-2,"3/17/2011,3:42",6.75,13319,2011-03-17 03:42:00
0,21539,RED RETROSPOT BUTTER DISH,-2,"3/17/2011,3:42",4.95,13319,2011-03-17 03:42:00
0,79000,MOROCCAN TEA GLASS,-1,"3/17/2011,3:46",0.65,14226,2011-03-17 03:46:00
0,22697,GREEN REGENCY TEACUP AND SAUCER,-1,"3/17/2011,3:46",2.95,14226,2011-03-17 03:46:00
0,22699,ROSES REGENCY TEACUP AND SAUCER ,-2,"3/17/2011,3:46",2.95,14226,2011-03-17 03:46:00
0,22423,REGENCY CAKESTAND 3 TIER,-1,"3/17/2011,3:46",9.99,14226,2011-03-17 03:46:00
0,85194S,HANGING SPRING FLOWER EGG SMALL,-24,"3/17/2011,3:48",0.65,18218,2011-03-17 03:48:00
0,85194L,HANGING SPRING FLOWER EGG LARGE,-12,"3/17/2011,3:48",0.85,18218,2011-03-17 03:48:00
0,22168,ORGANISER WOOD ANTIQUE WHITE ,-1,"3/17/2011,3:49",8.50,15671,2011-03-17 03:49:00
0,22423,REGENCY CAKESTAND 3 TIER,-1,"3/17/2011,5:16",9.99,13093,2011-03-17 05:16:00
0,82483,WOOD 2 DRAWER CABINET WHITE FINISH,-3,"3/17/2011,5:17",5.95,15159,2011-03-17 05:17:00
0,22168,ORGANISER WOOD ANTIQUE WHITE ,-1,"3/17/2011,6:11",8.50,15671,2011-03-17 06:11:00
0,21843,RED RETROSPOT CAKE STAND,-1,"3/17/2011,6:13",9.99,12520,2011-03-17 06:13:00
0,22423,REGENCY CAKESTAND 3 TIER,-2,"3/17/2011,6:13",9.99,12520,2011-03-17 06:13:00
0,84461,12 PINK HEN+CHICKS IN BASKET,-6,"3/17/2011,6:13",2.55,12520,2011-03-17 06:13:00
0,22212,FOUR HOOK  WHITE LOVEBIRDS,-1,"3/17/2011,6:14",2.10,14329,2011-03-17 06:14:00
0,21389,IVORY HANGING DECORATION  BIRD,-1,"3/17/2011,6:14",0.85,14329,2011-03-17 06:14:00
0,22907,PACK OF 20 NAPKINS PANTRY DESIGN,-1,"3/17/2011,6:14",0.85,14329,2011-03-17 06:14:00
0,22957,SET 3 PAPER VINTAGE CHICK PAPER EGG,-1,"3/17/2011,6:14",2.95,14329,2011-03-17 06:14:00
0,22258,FELT FARM ANIMAL RABBIT,-6,"3/17/2011,6:16",1.25,13971,2011-03-17 06:16:00
0,72140E,BEST DAD CANDLE LETTERS,-1,"3/17/2011,6:16",0.85,13971,2011-03-17 06:16:00
0,22722,SET OF 6 SPICE TINS PANTRY DESIGN,-1,"3/17/2011,6:16",3.95,13971,2011-03-17 06:16:00
0,22502,PICNIC BASKET WICKER SMALL,-1,"3/17/2011,6:20",4.95,14156,2011-03-17 06:20:00
0,22461,SAVOY ART DECO CLOCK,-1,"3/17/2011,6:21",9.99,14334,2011-03-17 06:21:00
0,22777,GLASS CLOCHE LARGE,-1,"3/17/2011,6:22",8.50,15358,2011-03-17 06:22:00
0,21937,STRAWBERRY   PICNIC BAG,-2,"3/17/2011,6:25",2.95,18183,2011-03-17 06:25:00
0,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,-1,"3/17/2011,6:25",4.95,18183,2011-03-17 06:25:00
0,22232,JIGSAW TOADSTOOLS 3 PIECE,-8,"3/17/2011,6:29",1.65,14112,2011-03-17 06:29:00
0,21844,RED RETROSPOT MUG,-1,"3/17/2011,6:29",2.95,14112,2011-03-17 06:29:00
0,21535,RED RETROSPOT SMALL MILK JUG,-3,"3/17/2011,6:29",2.55,14112,2011-03-17 06:29:00
0,22968,ROSE COTTAGE KEEPSAKE BOX ,-1,"3/17/2011,6:29",9.95,14112,2011-03-17 06:29:00
0,22776,SWEETHEART CAKESTAND 3 TIER,-1,"3/17/2011,6:29",9.95,14112,2011-03-17 06:29:00
0,22741,FUNKY DIVA PEN,-2,"3/17/2011,6:29",0.85,14112,2011-03-17 06:29:00
0,22501,PICNIC BASKET WICKER LARGE,-2,"3/17/2011,6:29",9.95,14112,2011-03-17 06:29:00
0,20886,BOX OF 9 PEBBLE CANDLES,-6,"3/17/2011,6:31",1.95,16217,2011-03-17 06:31:00
0,21906,PHARMACIE FIRST AID TIN,-2,"3/17/2011,6:31",6.75,16217,2011-03-17 06:31:00
0,22212,FOUR HOOK  WHITE LOVEBIRDS,-6,"3/17/2011,6:31",2.10,16217,2011-03-17 06:31:00
0,22822,CREAM WALL PLANTER HEART SHAPED,-1,"3/17/2011,6:33",5.95,16150,2011-03-17 06:33:00
0,22784,LANTERN CREAM GAZEBO ,-1,"3/17/2011,6:33",4.95,16150,2011-03-17 06:33:00
0,22766,PHOTO FRAME CORNICE,-4,"3/17/2011,6:33",2.95,16150,2011-03-17 06:33:00
0,20723,STRAWBERRY CHARLOTTE BAG,-1,"3/17/2011,6:33",0.85,16150,2011-03-17 06:33:00
0,82484,WOOD BLACK BOARD ANT WHITE FINISH,-1,"3/17/2011,6:44",6.75,17675,2011-03-17 06:44:00
0,22268,EASTER DECORATION SITTING BUNNY,-1,"3/18/2011,10:3",0.85,14701,2011-03-18 10:03:00
0,22781,GUMBALL MAGAZINE RACK,-1,"3/18/2011,10:3",7.65,14701,2011-03-18 10:03:00
0,84575A,PINK DOG CANNISTER,-1,"3/18/2011,10:3",5.95,14701,2011-03-18 10:03:00
0,22766,PHOTO FRAME CORNICE,-1,"3/18/2011,10:3",2.95,14701,2011-03-18 10:03:00
0,85131A,BEADED PEARL HEART WHITE ON STICK,-1,"3/18/2011,10:3",1.25,14701,2011-03-18 10:03:00
0,21743,STAR PORTABLE TABLE LIGHT ,-4,"3/18/2011,10:3",2.95,14701,2011-03-18 10:03:00
0,22301,COFFEE MUG CAT + BIRD DESIGN,-2,"3/18/2011,10:4",2.10,12989,2011-03-18 10:04:00
0,90201B,BLACK ENAMEL FLOWER RING,-1,"3/18/2011,11:0",2.95,16297,2011-03-18 11:00:00
0,21190,PINK HEARTS PAPER GARLAND,-50,"3/18/2011,12:1",1.45,17857,2011-03-18 12:01:00
0,84929,ASSTD FRUIT+FLOWERS FRIDGE MAGNETS,-6,"3/18/2011,1:32",0.55,12748,2011-03-18 01:32:00
0,84879,ASSORTED COLOUR BIRD ORNAMENT,-5,"3/18/2011,1:32",1.69,12748,2011-03-18 01:32:00
0,23230,WRAP ALPHABET DESIGN,-25,"3/18/2011,1:32",0.42,12748,2011-03-18 01:32:00
0,22992,REVOLVER WOODEN RULER ,-6,"3/18/2011,1:32",1.95,12748,2011-03-18 01:32:00
0,22991,GIRAFFE WOODEN RULER,-6,"3/18/2011,1:32",1.95,12748,2011-03-18 01:32:00
0,22948,METAL DECORATION NAUGHTY CHILDREN ,-6,"3/18/2011,1:32",0.85,12748,2011-03-18 01:32:00
0,22945,CHRISTMAS METAL TAGS ASSORTED ,-6,"3/18/2011,1:32",0.85,12748,2011-03-18 01:32:00
0,22924,FRIDGE MAGNETS LA VIE EN ROSE,-6,"3/18/2011,1:32",0.85,12748,2011-03-18 01:32:00
0,22923,FRIDGE MAGNETS LES ENFANTS ASSORTED,-6,"3/18/2011,1:32",0.85,12748,2011-03-18 01:32:00
0,22922,FRIDGE MAGNETS US DINER ASSORTED,-6,"3/18/2011,1:32",0.85,12748,2011-03-18 01:32:00
0,22915,ASSORTED BOTTLE TOP  MAGNETS ,-6,"3/18/2011,1:32",0.42,12748,2011-03-18 01:32:00
0,22711,WRAP CIRCUS PARADE,-25,"3/18/2011,1:32",0.42,12748,2011-03-18 01:32:00
0,22710,WRAP I LOVE LONDON ,-25,"3/18/2011,1:32",0.42,12748,2011-03-18 01:32:00
0,22403,MAGNETS PACK OF 4 VINTAGE LABELS ,-6,"3/18/2011,1:32",1.25,12748,2011-03-18 01:32:00
0,22402,MAGNETS PACK OF 4 VINTAGE COLLAGE,-6,"3/18/2011,1:32",1.25,12748,2011-03-18 01:32:00
0,22399,MAGNETS PACK OF 4 CHILDHOOD MEMORY,-6,"3/18/2011,1:32",1.25,12748,2011-03-18 01:32:00
0,22398,MAGNETS PACK OF 4 SWALLOWS,-6,"3/18/2011,1:32",1.25,12748,2011-03-18 01:32:00
0,22396,MAGNETS PACK OF 4 RETRO PHOTO,-6,"3/18/2011,1:32",1.25,12748,2011-03-18 01:32:00
0,22052,VINTAGE CARAVAN GIFT WRAP,-25,"3/18/2011,1:32",0.42,12748,2011-03-18 01:32:00
0,22045,SPACEBOY GIFT WRAP,-25,"3/18/2011,1:32",0.42,12748,2011-03-18 01:32:00
0,21224,SET/4 SKULL BADGES,-6,"3/18/2011,1:32",1.25,12748,2011-03-18 01:32:00
0,21135,VICTORIAN  METAL POSTCARD SPRING,-4,"3/18/2011,1:32",1.69,12748,2011-03-18 01:32:00
0,22567,20 DOLLY PEGS RETROSPOT,-1,"3/18/2011,2:39",1.25,0,2011-03-18 02:39:00
0,22962,JAM JAR WITH PINK LID,-2,"3/18/2011,4:36",0.85,15065,2011-03-18 04:36:00
0,22634,CHILDS BREAKFAST SET SPACEBOY ,-1,"3/18/2011,4:36",9.95,15065,2011-03-18 04:36:00
0,22423,REGENCY CAKESTAND 3 TIER,-8,"3/20/2011,10:1",9.99,15465,2011-03-20 10:01:00
0,22752,SET 7 BABUSHKA NESTING BOXES,-1,"3/20/2011,11:1",8.50,16156,2011-03-20 11:01:00
0,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,-1,"3/20/2011,11:1",4.95,16156,2011-03-20 11:01:00
0,22467,GUMBALL COAT RACK,-1,"3/20/2011,11:1",2.55,16156,2011-03-20 11:01:00
0,35400,WOODEN BOX ADVENT CALENDAR ,-1,"3/20/2011,12:1",8.95,16444,2011-03-20 12:01:00
0,22766,PHOTO FRAME CORNICE,-12,"3/20/2011,4:14",2.95,0,2011-03-20 04:14:00
0,21316,SMALL CHUNKY GLASS ROMAN  BOWL,-1,"3/20/2011,4:14",2.95,0,2011-03-20 04:14:00
0,22800,ANTIQUE TALL SWIRLGLASS TRINKET POT,-4,"3/20/2011,4:14",3.75,0,2011-03-20 04:14:00
0,85194L,HANGING SPRING FLOWER EGG LARGE,-8,"3/21/2011,11:0",0.85,16817,2011-03-21 11:00:00
0,84750A,PINK SMALL GLASS CAKE STAND,-24,"3/21/2011,12:1",1.95,13593,2011-03-21 12:01:00
0,22993,SET OF 4 PANTRY JELLY MOULDS,-2,"3/21/2011,12:2",1.25,12779,2011-03-21 12:02:00
0,37450,CERAMIC CAKE BOWL + HANGING CAKES,-1,"3/21/2011,12:2",2.95,12779,2011-03-21 12:02:00
0,37448,CERAMIC CAKE DESIGN SPOTTED MUG,-6,"3/21/2011,12:2",1.49,12779,2011-03-21 12:02:00
0,22428,ENAMEL FIRE BUCKET CREAM,-1,"3/21/2011,12:3",6.95,17811,2011-03-21 12:03:00
0,22423,REGENCY CAKESTAND 3 TIER,-1,"3/21/2011,12:5",9.99,14606,2011-03-21 12:05:00
0,22227,HANGING HEART MIRROR DECORATION ,-1,"3/21/2011,12:5",0.65,14606,2011-03-21 12:05:00
0,21447,12 IVORY ROSE PEG PLACE SETTINGS,-1,"3/21/2011,12:5",1.25,14606,2011-03-21 12:05:00
0,84978,HANGING HEART JAR T-LIGHT HOLDER,-5,"3/21/2011,2:39",1.06,15189,2011-03-21 02:39:00
0,22423,REGENCY CAKESTAND 3 TIER,-10,"3/21/2011,2:39",9.99,15189,2011-03-21 02:39:00
0,21417,COCKLE SHELL DISH,-1,"3/21/2011,3:48",2.10,16626,2011-03-21 03:48:00
0,22801,ANTIQUE GLASS PEDESTAL BOWL,-1,"3/21/2011,3:49",3.75,17213,2011-03-21 03:49:00
0,22467,GUMBALL COAT RACK,-1,"3/21/2011,3:49",2.55,17213,2011-03-21 03:49:00
0,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,-2,"3/21/2011,4:06",2.95,18189,2011-03-21 04:06:00
0,22173,METAL 4 HOOK HANGER FRENCH CHATEAU,-1,"3/21/2011,4:07",2.95,15291,2011-03-21 04:07:00
0,22424,ENAMEL BREAD BIN CREAM,-1,"3/21/2011,4:15",9.99,12994,2011-03-21 04:15:00
0,85178,VICTORIAN SEWING KIT,-1,"3/21/2011,4:15",1.25,12994,2011-03-21 04:15:00
0,85053,FRENCH ENAMEL CANDLEHOLDER,-1,"3/21/2011,4:15",2.10,12994,2011-03-21 04:15:00
0,22429,ENAMEL MEASURING JUG CREAM,-1,"3/21/2011,4:15",4.25,12994,2011-03-21 04:15:00
0,22427,ENAMEL FLOWER JUG CREAM,-1,"3/21/2011,4:15",5.95,12994,2011-03-21 04:15:00
0,22425,ENAMEL COLANDER CREAM,-2,"3/21/2011,4:15",4.95,12994,2011-03-21 04:15:00
0,21537,RED RETROSPOT PUDDING BOWL,-1,"3/21/2011,4:21",4.25,12428,2011-03-21 04:21:00
0,21527,RED RETROSPOT TRADITIONAL TEAPOT ,-1,"3/21/2011,4:21",7.95,12428,2011-03-21 04:21:00
0,82486,WOOD S/3 CABINET ANT WHITE FINISH,-2,"3/21/2011,4:25",8.95,15291,2011-03-21 04:25:00
0,22487,WHITE WOOD GARDEN PLANT LADDER,-1,"3/21/2011,4:27",9.95,14180,2011-03-21 04:27:00
0,21833,CAMOUFLAGE LED TORCH,-24,"3/21/2011,4:29",1.69,16080,2011-03-21 04:29:00
0,85194L,HANGING SPRING FLOWER EGG LARGE,-8,"3/21/2011,4:34",0.85,16817,2011-03-21 04:34:00
0,37495,FAIRY CAKE BIRTHDAY CANDLE SET,-12,"3/22/2011,11:1",3.75,17416,2011-03-22 11:01:00
547329,20681,,-1,"3/22/2011,11:3",0.00,0,2011-03-22 11:03:00
547330,21894,,-40,"3/22/2011,11:4",0.00,0,2011-03-22 11:04:00
547331,17013D,,-20,"3/22/2011,11:4",0.00,0,2011-03-22 11:04:00
547332,21613,,-47,"3/22/2011,11:4",0.00,0,2011-03-22 11:04:00
547333,22791,,-70,"3/22/2011,11:4",0.00,0,2011-03-22 11:04:00
547335,20934,,-15,"3/22/2011,11:4",0.00,0,2011-03-22 11:04:00
547336,21689,wrong barcode,-323,"3/22/2011,11:4",0.00,0,2011-03-22 11:04:00
547337,85025C,barcode problem,-230,"3/22/2011,11:4",0.00,0,2011-03-22 11:04:00
547338,22245,,-110,"3/22/2011,11:4",0.00,0,2011-03-22 11:04:00
547339,84406B,?,-450,"3/22/2011,11:5",0.00,0,2011-03-22 11:05:00
547341,85049D,,-20,"3/22/2011,11:5",0.00,0,2011-03-22 11:05:00
0,82484,WOOD BLACK BOARD ANT WHITE FINISH,-1,"3/22/2011,11:5",7.90,15044,2011-03-22 11:05:00
0,22423,REGENCY CAKESTAND 3 TIER,-2,"3/22/2011,11:5",9.99,15044,2011-03-22 11:05:00
547345,22838,,-10,"3/22/2011,11:5",0.00,0,2011-03-22 11:05:00
547346,21000,,-41,"3/22/2011,11:5",0.00,0,2011-03-22 11:05:00
547347,22470,,-6,"3/22/2011,11:5",0.00,0,2011-03-22 11:05:00
547363,22459,?lost,-232,"3/22/2011,12:3",0.00,0,2011-03-22 12:03:00
0,21931,JUMBO STORAGE BAG SUKI,-1,"3/22/2011,1:13",1.95,16809,2011-03-22 01:13:00
547369,21898,,-83,"3/22/2011,1:24",0.00,0,2011-03-22 01:24:00
0,21535,RED RETROSPOT SMALL MILK JUG,-1,"3/22/2011,2:40",2.55,14227,2011-03-22 02:40:00
0,84050,PINK HEART SHAPE EGG FRYING PAN,-12,"3/22/2011,4:07",1.65,12352,2011-03-22 04:07:00
0,37448,CERAMIC CAKE DESIGN SPOTTED MUG,-12,"3/22/2011,4:07",1.49,12352,2011-03-22 04:07:00
0,22784,LANTERN CREAM GAZEBO ,-3,"3/22/2011,4:07",4.95,12352,2011-03-22 04:07:00
0,22701,PINK DOG BOWL,-6,"3/22/2011,4:07",2.95,12352,2011-03-22 04:07:00
0,22645,CERAMIC HEART FAIRY CAKE MONEY BANK,-12,"3/22/2011,4:07",1.45,12352,2011-03-22 04:07:00
0,22413,METAL SIGN TAKE IT OR LEAVE IT ,-6,"3/22/2011,4:07",2.95,12352,2011-03-22 04:07:00
0,21914,BLUE HARMONICA IN BOX ,-12,"3/22/2011,4:07",1.25,12352,2011-03-22 04:07:00
547403,85028L,,-2,"3/22/2011,5:05",0.00,0,2011-03-22 05:05:00
0,22627,MINT KITCHEN SCALES,-1,"3/23/2011,8:55",8.50,15658,2011-03-23 08:55:00
0,22423,REGENCY CAKESTAND 3 TIER,-1,"3/23/2011,8:55",9.99,15658,2011-03-23 08:55:00
0,23176,ABC TREASURE BOOK BOX ,-8,"3/23/2011,8:59",2.25,13092,2011-03-23 08:59:00
0,21937,STRAWBERRY   PICNIC BAG,-1,"3/23/2011,9:02",2.95,18183,2011-03-23 09:02:00
547487,84596E,,-153,"3/23/2011,11:2",0.00,0,2011-03-23 11:02:00
0,22384,LUNCH BAG PINK POLKADOT,-2,"3/23/2011,12:1",1.65,15021,2011-03-23 12:01:00
0,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,-1,"3/23/2011,12:4",0.65,14513,2011-03-23 12:04:00
0,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,-1,"3/23/2011,12:4",3.25,14513,2011-03-23 12:04:00
0,22837,HOT WATER BOTTLE BABUSHKA ,-1,"3/23/2011,12:4",4.65,14513,2011-03-23 12:04:00
0,22189,CREAM HEART CARD HOLDER,-1,"3/23/2011,12:4",3.95,14513,2011-03-23 12:04:00
0,22175,PINK OWL SOFT TOY,-1,"3/23/2011,12:4",2.95,14513,2011-03-23 12:04:00
0,22077,6 RIBBONS RUSTIC CHARM,-1,"3/23/2011,12:4",1.65,14513,2011-03-23 12:04:00
547505,22198,,-9,"3/23/2011,1:36",0.00,0,2011-03-23 01:36:00
547506,21538,,-2,"3/23/2011,1:38",0.00,0,2011-03-23 01:38:00
547559,72759,thrown away-can't sell.,-524,"3/23/2011,5:27",0.00,0,2011-03-23 05:27:00
547560,72732,thrown away-can't sell,-2472,"3/23/2011,5:28",0.00,0,2011-03-23 05:28:00
0,22841,ROUND CAKE TIN VINTAGE GREEN,-2,"3/24/2011,10:1",7.95,14223,2011-03-24 10:01:00
0,22367,CHILDRENS APRON SPACEBOY DESIGN,-1,"3/24/2011,10:5",1.95,12474,2011-03-24 10:05:00
0,22554,PLASTERS IN TIN WOODLAND ANIMALS,-1,"3/24/2011,10:5",1.65,12474,2011-03-24 10:05:00
0,21561,DINOSAUR LUNCH BOX WITH CUTLERY,-1,"3/24/2011,10:5",2.55,12474,2011-03-24 10:05:00
0,22236,CAKE STAND 3 TIER MAGIC GARDEN,-1,"3/24/2011,10:5",9.99,12474,2011-03-24 10:05:00
0,23194,GYMKHANA TREASURE BOOK BOX,-3,"3/24/2011,11:0",2.25,12474,2011-03-24 11:00:00
0,23177,TREASURE ISLAND BOOK BOX,-2,"3/24/2011,11:0",2.25,12474,2011-03-24 11:00:00
547593,20785,,-2,"3/24/2011,11:1",0.00,0,2011-03-24 11:01:00
0,22978,PANTRY ROLLING PIN,-4,"3/24/2011,11:1",3.75,12693,2011-03-24 11:01:00
547595,82483,,-12,"3/24/2011,11:2",0.00,0,2011-03-24 11:02:00
547596,84306,,-5,"3/24/2011,11:2",0.00,0,2011-03-24 11:02:00
547597,17011F,,-18,"3/24/2011,11:2",0.00,0,2011-03-24 11:02:00
547598,21332,,-25,"3/24/2011,11:2",0.00,0,2011-03-24 11:02:00
547599,21361,,-10,"3/24/2011,11:2",0.00,0,2011-03-24 11:02:00
547606,22173,,-22,"3/24/2011,11:2",0.00,0,2011-03-24 11:02:00
547611,84631,,-9,"3/24/2011,11:2",0.00,0,2011-03-24 11:02:00
547618,21547,,-12,"3/24/2011,11:2",0.00,0,2011-03-24 11:02:00
547646,84849D,,-80,"3/24/2011,11:4",0.00,0,2011-03-24 11:04:00
0,22356,CHARLOTTE BAG PINK POLKADOT,-2,"3/24/2011,1:09",0.85,13736,2011-03-24 01:09:00
0,21874,GIN AND TONIC MUG,-1,"3/24/2011,1:09",1.25,13736,2011-03-24 01:09:00
0,21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",-1,"3/24/2011,1:09",4.95,13736,2011-03-24 01:09:00
0,22263,FELT EGG COSY LADYBIRD ,-49,"3/24/2011,2:07",0.66,17754,2011-03-24 02:07:00
0,22423,REGENCY CAKESTAND 3 TIER,-2,"3/24/2011,2:15",9.99,15189,2011-03-24 02:15:00
547699,21143,,-32,"3/24/2011,4:38",0.00,0,2011-03-24 04:38:00
547700,21147,,-105,"3/24/2011,4:39",0.00,0,2011-03-24 04:39:00
547701,84559D,,-7,"3/24/2011,4:42",0.00,0,2011-03-24 04:42:00
0,21626,VINTAGE UNION JACK PENNANT,-2,"3/24/2011,7:27",1.95,14875,2011-03-24 07:27:00
0,22692,DOORMAT WELCOME TO OUR HOME,-1,"3/24/2011,7:31",7.95,13534,2011-03-24 07:31:00
0,22924,FRIDGE MAGNETS LA VIE EN ROSE,-72,"3/25/2011,10:4",0.85,0,2011-03-25 10:04:00
0,84929,ASSTD FRUIT+FLOWERS FRIDGE MAGNETS,-144,"3/25/2011,10:4",0.55,0,2011-03-25 10:04:00
0,84929,ASSTD FRUIT+FLOWERS FRIDGE MAGNETS,-144,"3/25/2011,10:4",0.55,0,2011-03-25 10:04:00
0,84879,ASSORTED COLOUR BIRD ORNAMENT,-8,"3/25/2011,10:4",1.69,0,2011-03-25 10:04:00
0,23230,WRAP ALPHABET DESIGN,-25,"3/25/2011,10:4",0.42,0,2011-03-25 10:04:00
0,22992,REVOLVER WOODEN RULER ,-6,"3/25/2011,10:4",1.95,0,2011-03-25 10:04:00
0,22991,GIRAFFE WOODEN RULER,-6,"3/25/2011,10:4",1.95,0,2011-03-25 10:04:00
0,22948,METAL DECORATION NAUGHTY CHILDREN ,-6,"3/25/2011,10:4",0.85,0,2011-03-25 10:04:00
0,22945,CHRISTMAS METAL TAGS ASSORTED ,-6,"3/25/2011,10:4",0.85,0,2011-03-25 10:04:00
0,22945,CHRISTMAS METAL TAGS ASSORTED ,-72,"3/25/2011,10:4",0.85,0,2011-03-25 10:04:00
0,22924,FRIDGE MAGNETS LA VIE EN ROSE,-72,"3/25/2011,10:4",0.85,0,2011-03-25 10:04:00
0,22922,FRIDGE MAGNETS US DINER ASSORTED,-72,"3/25/2011,10:4",0.85,0,2011-03-25 10:04:00
0,22915,ASSORTED BOTTLE TOP  MAGNETS ,-36,"3/25/2011,10:4",0.42,0,2011-03-25 10:04:00
0,22906,12 MESSAGE CARDS WITH ENVELOPES,-1,"3/25/2011,10:4",1.65,0,2011-03-25 10:04:00
0,22711,WRAP CIRCUS PARADE,-25,"3/25/2011,10:4",0.42,0,2011-03-25 10:04:00
0,22710,WRAP I LOVE LONDON ,-25,"3/25/2011,10:4",0.42,0,2011-03-25 10:04:00
0,22403,MAGNETS PACK OF 4 VINTAGE LABELS ,-6,"3/25/2011,10:4",1.25,0,2011-03-25 10:04:00
0,22402,MAGNETS PACK OF 4 VINTAGE COLLAGE,-6,"3/25/2011,10:4",1.25,0,2011-03-25 10:04:00
0,22399,MAGNETS PACK OF 4 CHILDHOOD MEMORY,-6,"3/25/2011,10:4",1.25,0,2011-03-25 10:04:00
0,22398,MAGNETS PACK OF 4 SWALLOWS,-1,"3/25/2011,10:4",1.25,0,2011-03-25 10:04:00
0,22398,MAGNETS PACK OF 4 SWALLOWS,-5,"3/25/2011,10:4",1.25,0,2011-03-25 10:04:00
0,22396,MAGNETS PACK OF 4 RETRO PHOTO,-6,"3/25/2011,10:4",1.25,0,2011-03-25 10:04:00
0,22052,VINTAGE CARAVAN GIFT WRAP,-25,"3/25/2011,10:4",0.42,0,2011-03-25 10:04:00
0,22045,SPACEBOY GIFT WRAP,-25,"3/25/2011,10:4",0.42,0,2011-03-25 10:04:00
0,21902,"KEY FOB , FRONT  DOOR ",-1,"3/25/2011,10:4",0.65,0,2011-03-25 10:04:00
0,21224,SET/4 SKULL BADGES,-6,"3/25/2011,10:4",1.25,0,2011-03-25 10:04:00
