InvoiceNo,StockCode,Description,Quantity,CustomerID
0,22111,SCOTTIE DOG HOT WATER BOTTLE,-72,14113
0,21531,RED RETROSPOT SUGAR JAM BOWL,-1,12477
0,21429,RED GINGHAM ROSE JEWELLERY BOX,-1,12477
0,22156,HEART DECORATION WITH PEARLS ,-1,14606
0,85054,FRENCH ENAMEL POT W LID,-1,14606
0,22156,HEART DECORATION WITH PEARLS ,-1,14606
0,85054,FRENCH ENAMEL POT W LID,-1,14606
0,35004B,SET OF 3 BLACK FLYING DUCKS,-12,15694
0,22580,ADVENT CALENDAR GINGHAM SACK,-1,0
542861,47591B,?,-207,0
0,85063,CREAM SWEETHEART MAGAZINE RACK,-2,15311
0,35004G,SET OF 3 GOLD FLYING DUCKS,-2,15311
0,35004C,SET OF 3 COLOURED  FLYING DUCKS,-2,15311
542879,22242,,-19,0
542882,22162,,-40,0
542883,21448,,-40,0
542884,84748,,-52,0
542885,84465,,-6,0
0,20726,LUNCH BAG WOODLAND,-1,17511
0,22671,FRENCH LAUNDRY SIGN BLUE METAL,-1,17511
0,85099B,JUMBO BAG RED RETROSPOT,-1,17511
0,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-1,17511
0,22360,GLASS JAR ENGLISH CONFECTIONERY,-3,17511
0,22659,LUNCH BOX I LOVE LONDON,-1,17511
0,22061,LARGE CAKE STAND  HANGING STRAWBERY,-1,17511
0,21537,RED RETROSPOT PUDDING BOWL,-1,17511
0,20727,LUNCH BAG  BLACK SKULL.,-2,17511
0,22169,FAMILY ALBUM WHITE PICTURE FRAME,-1,17511
0,22423,REGENCY CAKESTAND 3 TIER,-2,17511
0,22697,GREEN REGENCY TEACUP AND SAUCER,-1,13141
0,22197,SMALL POPCORN HOLDER,-2,16779
0,21041,RED RETROSPOT OVEN GLOVE DOUBLE,-1,16779
0,22423,REGENCY CAKESTAND 3 TIER,-2,12559
0,22856,ASSORTED EASTER DECORATIONS  BELLS,-2,16985
0,85019C,CURIOUS  IMAGES NOTEBOOK SET,-12,14460
0,22470,HEART OF WICKER LARGE,-4,13939
0,22198,LARGE POPCORN HOLDER ,-2,16717
0,22768,FAMILY PHOTO FRAME CORNICE,-2,16717
0,21844,RED RETROSPOT MUG,-2,16717
543034,85049F,,-130,0
543035,35004C,,-206,0
0,84946,ANTIQUE SILVER TEA GLASS ETCHED,-2,16992
0,22768,FAMILY PHOTO FRAME CORNICE,-1,16992
0,22087,PAPER BUNTING WHITE LACE,-12,17337
0,22242,5 HOOK HANGER MAGIC TOADSTOOL,-24,12625
0,22962,JAM JAR WITH PINK LID,-2,12625
0,22637,PIGGY BANK RETROSPOT ,-2,12625
0,22963,JAM JAR WITH GREEN LID,-6,12625
0,22797,CHEST OF DRAWERS GINGHAM HEART ,-1,14180
0,22291,HANGING CHICK CREAM DECORATION,-24,12775
0,22960,JAM MAKING SET WITH JARS,-3,14133
0,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,-1,14606
0,22763,KEY CABINET MA CAMPAGNE,-2,12712
0,22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,-2,12712
0,22168,ORGANISER WOOD ANTIQUE WHITE ,-2,12712
0,22333,RETROSPOT PARTY BAG + STICKER SET,-14,0
0,22332,SKULLS PARTY BAG + STICKER SET,-14,0
543194,21355,,-217,0
0,22061,LARGE CAKE STAND  HANGING STRAWBERY,-1,13113
0,22423,REGENCY CAKESTAND 3 TIER,-1,13113
0,84800M,MEDIUM WHITE/PINK ROSE ART FLOWER,-3,14462
0,84800S,SMALL WHITE/PINK ROSE ART FLOWER,-2,14462
0,84799,SPRIG LAVENDER ARTIFICIAL FLOWER,-12,14462
0,84766,SILVER ROCOCO CANDLE STICK,-1,17315
0,21463,MIRRORED DISCO BALL ,-1,16725
543257,84611B,thrown away,-1430,0
543259,84612B,thrown away,-162,0
543260,84613A,thrown away,-230,0
543261,84613C,,-173,0
543262,84614A,thrown away,-390,0
543265,84872A,,-4,0
543266,82095,,-5,0
543269,84638,,-18,0
543270,84631,,-19,0
543271,21087,,-6,0
0,22617,BAKING SET SPACEBOY DESIGN,-2,16686
0,21579,LOLITA  DESIGN  COTTON TOTE BAG,-2,16686
0,22838,3 TIER CAKE TIN RED AND CREAM,-1,18118
543308,35969,,-3,0
543310,35954,,-234,0
0,85049G,CHOCOLATE BOX RIBBONS ,-2,12472
0,85049E,SCANDINAVIAN REDS RIBBONS,-3,12472
0,22629,SPACEBOY LUNCH BOX ,-1,12472
0,22467,GUMBALL COAT RACK,-6,12472
0,22423,REGENCY CAKESTAND 3 TIER,-2,12472
0,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,-2,12472
0,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,-3,12472
0,22245,"HOOK, 1 HANGER ,MAGIC GARDEN",-3,12472
0,22242,5 HOOK HANGER MAGIC TOADSTOOL,-5,12472
0,22077,6 RIBBONS RUSTIC CHARM,-5,12472
0,21673,WHITE SPOT BLUE CERAMIC DRAWER KNOB,-2,12472
0,21672,WHITE SPOT RED CERAMIC DRAWER KNOB,-2,12472
0,21668,RED STRIPE CERAMIC DRAWER KNOB,-1,12472
0,21244,BLUE POLKADOT PLATE ,-2,12472
0,20676,RED RETROSPOT BOWL,-2,12472
0,22771,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,-1,16033
0,22637,PIGGY BANK RETROSPOT ,-1,16033
0,22727,ALARM CLOCK BAKELIKE RED ,-2,16033
0,22384,LUNCH BAG PINK POLKADOT,-1,16033
0,22791,T-LIGHT GLASS FLUTED ANTIQUE,-2,14443
0,21232,STRAWBERRY CERAMIC TRINKET BOX,-1,14443
0,22942,CHRISTMAS LIGHTS 10 SANTAS ,-3,18245
0,22941,CHRISTMAS LIGHTS 10 REINDEER,-4,18245
0,22325,MOBILE VINTAGE HEARTS ,-3,16321
0,22087,PAPER BUNTING WHITE LACE,-18,16321
0,84754,S/15 SILVER GLASS BAUBLES IN BAG,-144,15513
0,48173C,DOORMAT BLACK FLOCK ,-1,0
543390,84880,,-5,0
0,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,-1,12474
0,22090,PAPER BUNTING RETROSPOT,-1,12474
0,22551,PLASTERS IN TIN SPACEBOY,-1,12474
0,22212,FOUR HOOK  WHITE LOVEBIRDS,-1,12474
0,84625A,PINK NEW BAROQUECANDLESTICK CANDLE,-3,14911
0,22797,CHEST OF DRAWERS GINGHAM HEART ,-1,14911
0,90098,NECKLACE+BRACELET PINK BUTTERFLY,-6,12662
0,22231,JIGSAW TREE WITH BIRDHOUSE,-12,12662
0,22778,GLASS CLOCHE SMALL,-2,13873
0,21258,VICTORIAN SEWING BOX LARGE,-1,12709
0,22503,CABIN BAG VINTAGE PAISLEY,-1,12709
0,21452,TOADSTOOL MONEY BOX,-2,12709
0,21658,GLASS  BEURRE DISH,-2,12709
0,22504,CABIN BAG VINTAGE RETROSPOT,-1,12709
0,22627,MINT KITCHEN SCALES,-1,12709
0,22423,REGENCY CAKESTAND 3 TIER,-2,12709
0,85232B,SET OF 3 BABUSHKA STACKING TINS,-1,12709
0,21896,POTTING SHED TWINE,-1,12709
0,84881,BLUE WIRE SPIRAL CANDLE HOLDER,-1,14415
0,22637,PIGGY BANK RETROSPOT ,-1,14415
0,84792,ENCHANTED BIRD COATHANGER 5 HOOK,-1,14415
0,22244,3 HOOK HANGER MAGIC GARDEN,-1,14415
0,22465,HANGING METAL STAR LANTERN,-1,14415
543521,22769,,-6,0
543545,22627,,-11,0
0,22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,-76,16716
543552,22847,,-10,0
0,22727,ALARM CLOCK BAKELIKE RED ,-1,15570
0,21877,HOME SWEET HOME MUG,-2,15570
0,22487,WHITE WOOD GARDEN PLANT LADDER,-1,15570
0,22941,CHRISTMAS LIGHTS 10 REINDEER,-2,15570
0,35004C,SET OF 3 COLOURED  FLYING DUCKS,-1,15570
0,82483,WOOD 2 DRAWER CABINET WHITE FINISH,-1,15570
0,22776,SWEETHEART CAKESTAND 3 TIER,-1,15570
0,82486,WOOD S/3 CABINET ANT WHITE FINISH,-4,13110
0,22963,JAM JAR WITH GREEN LID,-1,14665
0,22847,BREAD BIN DINER STYLE IVORY,-1,14665
0,22423,REGENCY CAKESTAND 3 TIER,-1,15602
0,82483,WOOD 2 DRAWER CABINET WHITE FINISH,-1,17230
0,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,-1,16705
0,22456,NATURAL SLATE CHALKBOARD LARGE ,-1,16705
0,82483,WOOD 2 DRAWER CABINET WHITE FINISH,-1,17850
0,22632,HAND WARMER RED RETROSPOT,-6,17850
0,82483,WOOD 2 DRAWER CABINET WHITE FINISH,-1,17850
0,21871,SAVE THE PLANET MUG,-1,17850
0,82494L,WOODEN FRAME ANTIQUE WHITE ,-2,17850
0,21730,GLASS STAR FROSTED T-LIGHT HOLDER,-1,17850
0,21730,GLASS STAR FROSTED T-LIGHT HOLDER,-1,17850
0,82494L,WOODEN FRAME ANTIQUE WHITE ,-12,17850
0,21071,VINTAGE BILLBOARD DRINK ME MUG,-6,17850
0,82483,WOOD 2 DRAWER CABINET WHITE FINISH,-2,17850
0,82483,WOOD 2 DRAWER CABINET WHITE FINISH,-1,17850
0,21874,GIN AND TONIC MUG,-1,17850
0,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,-2,17850
0,82483,WOOD 2 DRAWER CABINET WHITE FINISH,-1,17850
0,21169,YOU'RE CONFUSING ME METAL SIGN ,-2,17850
0,21217,RED RETROSPOT ROUND CAKE TINS,-1,14081
0,22767,TRIPLE PHOTO FRAME CORNICE ,-1,14475
0,22788,BROCANTE COAT RACK,-1,14475
0,20725,LUNCH BAG RED RETROSPOT,-1,14475
0,21754,HOME BUILDING BLOCK WORD,-1,15601
0,22960,JAM MAKING SET WITH JARS,-1,16558
0,21232,STRAWBERRY CERAMIC TRINKET BOX,-4,16558
0,22655,VINTAGE RED KITCHEN CABINET,-1,14842
0,85059,FRENCH ENAMEL WATER BASIN,-5,17188
0,22895,SET OF 2 TEA TOWELS APPLE AND PEARS,-6,17188
0,22697,GREEN REGENCY TEACUP AND SAUCER,-1,17188
0,22776,SWEETHEART CAKESTAND 3 TIER,-5,17188
0,20803,SMALL PINK GLASS SUNDAE DISH,-32,13599
0,20801,LARGE PINK GLASS SUNDAE DISH,-16,13599
0,84949,SILVER HANGING T-LIGHT HOLDER,-6,13894
0,22727,ALARM CLOCK BAKELIKE RED ,-1,13767
0,22333,RETROSPOT PARTY BAG + STICKER SET,-8,15738
0,22551,PLASTERS IN TIN SPACEBOY,-1,16403
0,22629,SPACEBOY LUNCH BOX ,-1,16403
0,22383,LUNCH BAG SUKI  DESIGN ,-2,16403
0,22646,CERAMIC STRAWBERRY CAKE MONEY BANK,-4,16403
0,21232,STRAWBERRY CERAMIC TRINKET BOX,-3,16403
0,22504,CABIN BAG VINTAGE RETROSPOT,-1,12967
0,22968,ROSE COTTAGE KEEPSAKE BOX ,-1,16161
0,21642,ASSORTED TUTTI FRUTTI PEN,-5,16161
0,22470,HEART OF WICKER LARGE,-2,16161
0,21564,PINK  HEART SHAPE LOVE BUCKET ,-1,16161
0,22866,HAND WARMER SCOTTY DOG DESIGN,-1,16161
0,22382,LUNCH BAG SPACEBOY DESIGN ,-1,16161
0,20713,JUMBO BAG OWLS,-1,16161
0,84406B,CREAM CUPID HEARTS COAT HANGER,-2,17609
543654,22525,,-57,0
543655,21717,,-42,0
543656,84801B,,-44,0
0,21198,WHITE HEART CONFETTI IN TUBE,-48,16730
0,21199,PINK  HEART CONFETTI IN TUBE,-48,16730
0,22752,SET 7 BABUSHKA NESTING BOXES,-1,12471
0,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,-3,12471
0,22649,STRAWBERRY FAIRY CAKE TEAPOT,-4,12471
0,22423,REGENCY CAKESTAND 3 TIER,-7,12471
0,21232,STRAWBERRY CERAMIC TRINKET BOX,-2,12471
0,21231,SWEETHEART CERAMIC TRINKET BOX,-2,12471
0,22423,REGENCY CAKESTAND 3 TIER,-5,14441
0,22846,BREAD BIN DINER STYLE RED ,-1,18118
0,22602,RETROSPOT WOODEN HEART DECORATION,-36,18087
0,22600,CHRISTMAS RETROSPOT STAR WOOD,-12,18087
0,22423,REGENCY CAKESTAND 3 TIER,-1,15044
0,22698,PINK REGENCY TEACUP AND SAUCER,-1,15796
0,22179,SET 10 LIGHTS NIGHT OWL,-1,13021
0,20985,HEART CALCULATOR,-1,14676
0,85232B,SET OF 3 BABUSHKA STACKING TINS,-3,13672
0,21655,HANGING RIDGE GLASS T-LIGHT HOLDER,-12,13672
0,79323P,PINK CHERRY LIGHTS,-4,13672
0,79323B,BLACK CHERRY LIGHTS,-4,13672
0,85232B,SET OF 3 BABUSHKA STACKING TINS,-3,13672
0,21655,HANGING RIDGE GLASS T-LIGHT HOLDER,-12,13672
0,22845,VINTAGE CREAM CAT FOOD CONTAINER,-1,18250
0,85049G,CHOCOLATE BOX RIBBONS ,-12,14304
0,22311,OFFICE MUG WARMER BLACK+SILVER ,-6,14304
0,21591,COSY HOUR CIGAR BOX MATCHES ,-24,14304
0,85045,GREEN CHRISTMAS TREE STRING 20LIGHT,-4,14304
0,22087,PAPER BUNTING WHITE LACE,-6,14304
0,21915,RED  HARMONICA IN BOX ,-12,14304
0,22617,BAKING SET SPACEBOY DESIGN,-3,14304
0,22158,3 HEARTS HANGING DECORATION RUSTIC,-8,14304
0,22568,FELTCRAFT CUSHION OWL,-4,14304
0,22743,MAKE YOUR OWN FLOWERPOWER CARD KIT,-6,14304
0,22364,GLASS JAR DIGESTIVE BISCUITS,-7,13089
0,22360,GLASS JAR ENGLISH CONFECTIONERY,-11,13089
0,84949,SILVER HANGING T-LIGHT HOLDER,-6,13089
0,22068,BLACK PIRATE TREASURE CHEST,-1,13115
0,37446,MINI CAKE STAND WITH HANGING CAKES,-48,15638
0,37449,CERAMIC CAKE STAND + HANGING CAKES,-4,15638
0,22569,FELTCRAFT CUSHION BUTTERFLY,-1,12943
0,22770,MIRROR CORNICE,-1,13050
0,22767,TRIPLE PHOTO FRAME CORNICE ,-2,13050
0,79191C,RETRO PLASTIC ELEPHANT TRAY,-12,17035
0,79191D,RETRO PLASTIC DAISY TRAY,-12,17035
0,22767,TRIPLE PHOTO FRAME CORNICE ,-1,17035
0,85232D,SET/3 DECOUPAGE STACKING TINS,-3,17035
0,79191C,RETRO PLASTIC ELEPHANT TRAY,-12,16265
0,22943,CHRISTMAS LIGHTS 10 VINTAGE BAUBLES,-1,13319
0,22726,ALARM CLOCK BAKELIKE GREEN,-1,13767
0,22727,ALARM CLOCK BAKELIKE RED ,-1,13767
0,37500,TEA TIME TEAPOT IN GIFT BOX,-1,14497
0,22794,SWEETHEART WIRE MAGAZINE RACK,-1,14497
0,72807C,SET/3 VANILLA SCENTED CANDLE IN BOX,-1,17213
0,22423,REGENCY CAKESTAND 3 TIER,-1,15658
0,22627,MINT KITCHEN SCALES,-1,15658
0,22355,CHARLOTTE BAG SUKI DESIGN,-1,13534
0,21218,RED SPOTTY BISCUIT TIN,-1,12410
0,22626,BLACK KITCHEN SCALES,-1,12410
0,21871,SAVE THE PLANET MUG,-6,13102
0,22962,JAM JAR WITH PINK LID,-3,14133
0,22698,PINK REGENCY TEACUP AND SAUCER,-1,18084
0,22083,PAPER CHAIN KIT RETROSPOT,-4,15240
0,21218,RED SPOTTY BISCUIT TIN,-1,15240
0,22712,CARD DOLLY GIRL ,-1,17334
543783,20966,,-41,0
0,22169,FAMILY ALBUM WHITE PICTURE FRAME,-4,13089
0,22846,BREAD BIN DINER STYLE RED ,-2,13098
0,22191,IVORY DINER WALL CLOCK,-1,13078
0,85178,VICTORIAN SEWING KIT,-48,15061
0,21232,STRAWBERRY CERAMIC TRINKET BOX,-5,17071
0,22467,GUMBALL COAT RACK,-1,17071
0,75049L,LARGE CIRCULAR MIRROR MOBILE,-13,15270
0,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-1,15270
0,21733,RED HANGING HEART T-LIGHT HOLDER,-2,15270
0,21735,TWO DOOR CURIO CABINET,-2,15270
0,22176,BLUE OWL SOFT TOY,-1,13725
0,20749,ASSORTED COLOUR MINI CASES,-1,13725
0,22849,BREAD BIN DINER STYLE MINT,-1,13725
0,22423,REGENCY CAKESTAND 3 TIER,-1,15640
0,22634,CHILDS BREAKFAST SET SPACEBOY ,-1,15640
0,22179,SET 10 LIGHTS NIGHT OWL,-1,17841
0,22558,CLOTHES PEGS RETROSPOT PACK 24 ,-2,17841
0,79160,HEART SHAPE WIRELESS DOORBELL,-2,17841
0,21038,SET/4 MODERN VINTAGE COTTON NAPKINS,-2,16897
0,85071B,RED CHARLIE+LOLA PERSONAL DOORSIGN,-2,16897
0,85071A,BLUE CHARLIE+LOLA PERSONAL DOORSIGN,-2,16897
0,22622,BOX OF VINTAGE ALPHABET BLOCKS,-2,16897
0,22423,REGENCY CAKESTAND 3 TIER,-2,16897
0,22138,BAKING SET 9 PIECE RETROSPOT ,-2,16897
0,21876,POTTERING MUG,-3,16897
0,21289,LARGE STRIPES CHOCOLATE GIFT BAG,-16,16928
0,22839,3 TIER CAKE TIN GREEN AND CREAM,-2,16928
0,22838,3 TIER CAKE TIN RED AND CREAM,-1,16928
543827,84406B,incorrectly made-thrown away.,-64,0
0,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,-2,12476
0,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,-2,12476
0,22847,BREAD BIN DINER STYLE IVORY,-1,12476
0,79190B,RETRO PLASTIC POLKA TRAY,-15,12553
0,22699,ROSES REGENCY TEACUP AND SAUCER ,-2,14431
0,22698,PINK REGENCY TEACUP AND SAUCER,-1,14431
0,22760,"TRAY, BREAKFAST IN BED",-1,14431
0,22423,REGENCY CAKESTAND 3 TIER,-2,14431
0,22423,REGENCY CAKESTAND 3 TIER,-2,14431
0,22730,ALARM CLOCK BAKELIKE IVORY,-8,15827
0,22941,CHRISTMAS LIGHTS 10 REINDEER,-1,12951
0,71459,HANGING JAM JAR T-LIGHT HOLDER,-5,12921
0,35004B,SET OF 3 BLACK FLYING DUCKS,-3,17924
0,21326,AGED GLASS SILVER T-LIGHT HOLDER,-4,14606
0,21463,MIRRORED DISCO BALL ,-1,14606
0,22728,ALARM CLOCK BAKELIKE PINK,-1,14189
0,21878,PACK OF 6 SANDCASTLE FLAGS ASSORTED,-1,14701
0,21626,VINTAGE UNION JACK PENNANT,-2,14701
0,22197,SMALL POPCORN HOLDER,-1,14701
0,22553,PLASTERS IN TIN SKULLS,-1,14701
0,85035A,GARDENIA 3 WICK MORRIS BOXED CANDLE,-1,14701
0,21743,STAR PORTABLE TABLE LIGHT ,-5,14701
0,22798,ANTIQUE GLASS DRESSING TABLE POT,-3,14659
0,22784,LANTERN CREAM GAZEBO ,-4,14659
0,22505,MEMO BOARD COTTAGE DESIGN,-1,14659
0,22796,PHOTO FRAME 3 CLASSIC HANGING,-2,14659
544046,21785,,-140,0
0,22061,LARGE CAKE STAND  HANGING STRAWBERY,-1,13623
0,22060,LARGE CAKE STAND HANGING HEARTS,-1,13623
544063,22837,,-9,0
0,22423,REGENCY CAKESTAND 3 TIER,-4,17819
544086,21785,,-7,0
0,21528,DAIRY MAID TRADITIONAL TEAPOT ,-1,15059
0,21705,BAG 500g SWIRLY MARBLES,-12,16306
0,21156,RETROSPOT CHILDRENS APRON,-5,13001
0,21363,HOME SMALL WOOD LETTERS,-2,13001
0,21272,SALLE DE BAIN HOOK,-1,13001
0,21877,HOME SWEET HOME MUG,-144,16684
0,22617,BAKING SET SPACEBOY DESIGN,-1,17954
0,85040B,SET/4 BLUE FLOWER CANDLES IN BOWL,-1,18125
0,79160,HEART SHAPE WIRELESS DOORBELL,-1,17841
0,22301,COFFEE MUG CAT + BIRD DESIGN,-1,12989
544342,22633,,-53,0
544343,22867,,-99,0
544346,22114,,-21,0
544347,22114,,-4,0
544396,62094B,,-92,0
0,21730,GLASS STAR FROSTED T-LIGHT HOLDER,-1,12462
0,37450,CERAMIC CAKE BOWL + HANGING CAKES,-1,12462
0,22063,CERAMIC BOWL WITH STRAWBERRY DESIGN,-1,12462
0,37449,CERAMIC CAKE STAND + HANGING CAKES,-1,12462
544410,84997C,?,-741,0
0,22364,GLASS JAR DIGESTIVE BISCUITS,-6,14760
0,22363,GLASS JAR MARMALADE ,-6,14760
0,22960,JAM MAKING SET WITH JARS,-2,13408
0,22625,RED KITCHEN SCALES,-1,16133
0,15056N,EDWARDIAN PARASOL NATURAL,-2,16713
0,22456,NATURAL SLATE CHALKBOARD LARGE ,-1,17512
0,85232A,SET/3 POLKADOT STACKING TINS,-3,12395
0,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,-2,16191
0,79191C,RETRO PLASTIC ELEPHANT TRAY,-12,12553
0,22971,QUEENS GUARD COFFEE MUG,-5,18093
0,22970,LONDON BUS COFFEE MUG,-6,18093
0,35004B,SET OF 3 BLACK FLYING DUCKS,-1,13078
0,84663A,GRASS HOPPER WOODEN WALL CLOCK ,-1,17612
0,22637,PIGGY BANK RETROSPOT ,-2,16306
0,22637,PIGGY BANK RETROSPOT ,-2,16306
0,22487,WHITE WOOD GARDEN PLANT LADDER,-1,16979
0,21232,STRAWBERRY CERAMIC TRINKET BOX,-1,15601
0,22962,JAM JAR WITH PINK LID,-4,15122
0,22960,JAM MAKING SET WITH JARS,-2,15122
0,22556,PLASTERS IN TIN CIRCUS PARADE ,-3,18172
0,22632,HAND WARMER RED RETROSPOT,-1,18172
0,22865,HAND WARMER OWL DESIGN,-2,18172
0,22423,REGENCY CAKESTAND 3 TIER,-3,15465
0,22472,TV DINNER TRAY DOLLY GIRL,-1,13097
0,21658,GLASS  BEURRE DISH,-1,13097
0,85099B,JUMBO BAG RED RETROSPOT,-1,14667
0,22632,HAND WARMER RED RETROSPOT,-1,14667
0,22423,REGENCY CAKESTAND 3 TIER,-7,17865
0,22727,ALARM CLOCK BAKELIKE RED ,-1,14092
544554,22588,,-41,0
0,85150,LADIES & GENTLEMEN METAL SIGN,-1,17422
0,84949,SILVER HANGING T-LIGHT HOLDER,-5,17422
0,22914,BLUE COAT RACK PARIS FASHION,-2,17422
0,22913,RED COAT RACK PARIS FASHION,-3,17422
0,22912,YELLOW COAT RACK PARIS FASHION,-4,17422
0,22360,GLASS JAR ENGLISH CONFECTIONERY,-11,16073
0,85180A,RED HEARTS LIGHT CHAIN ,-6,14329
0,75049L,LARGE CIRCULAR MIRROR MOBILE,-8,17677
0,22220,CAKE STAND LOVEBIRD 2 TIER WHITE,-1,15687
0,22625,RED KITCHEN SCALES,-2,12471
544579,21651,,-6,0
0,22215,CAKE STAND WHITE TWO TIER LACE,-1,14744
0,47591D,PINK FAIRY CAKE CHILDRENS APRON,-1,15079
0,22973,CHILDREN'S CIRCUS PARADE MUG,-1,15290
0,85170D,SET/6 PINK BIRD T-LIGHT CANDLES,-3,12494
0,22993,SET OF 4 PANTRY JELLY MOULDS,-12,18257
544649,21621,?,-400,0
0,85065,CREAM SWEETHEART TRAYS,-1,13113
0,85064,CREAM SWEETHEART LETTER RACK,-1,13113
0,22061,LARGE CAKE STAND  HANGING STRAWBERY,-1,13113
0,85066,CREAM SWEETHEART MINI CHEST,-2,13113
0,37447,CERAMIC CAKE DESIGN SPOTTED PLATE,-5,13113
0,37448,CERAMIC CAKE DESIGN SPOTTED MUG,-2,13113
0,22501,PICNIC BASKET WICKER LARGE,-3,13113
0,22697,GREEN REGENCY TEACUP AND SAUCER,-1,12852
0,22698,PINK REGENCY TEACUP AND SAUCER,-2,12852
0,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,-1,12852
0,22320,BIRDS MOBILE VINTAGE DESIGN,-3,18055
0,22423,REGENCY CAKESTAND 3 TIER,-1,18055
0,22231,JIGSAW TREE WITH BIRDHOUSE,-1,18055
0,22379,RECYCLING BAG RETROSPOT ,-1,13421
0,22628,PICNIC BOXES SET OF 3 RETROSPOT ,-3,12616
0,20983,12 PENCILS TALL TUBE RED RETROSPOT,-4,12616
0,85099F,JUMBO BAG STRAWBERRY,-1,17511
0,21754,HOME BUILDING BLOCK WORD,-1,17511
0,21564,PINK  HEART SHAPE LOVE BUCKET ,-1,17511
0,22659,LUNCH BOX I LOVE LONDON,-2,17511
0,22961,JAM MAKING SET PRINTED,-12,14735
0,22960,JAM MAKING SET WITH JARS,-6,14735
544703,22202,,-114,0
0,21326,AGED GLASS SILVER T-LIGHT HOLDER,-4,14211
0,37370,RETRO COFFEE MUGS ASSORTED,-5,16701
0,21527,RED RETROSPOT TRADITIONAL TEAPOT ,-3,16701
0,22221,CAKE STAND LOVEBIRD 2 TIER PINK,-1,17147
0,22215,CAKE STAND WHITE TWO TIER LACE,-1,17147
0,84279B,CHERRY BLOSSOM DECORATIVE FLASK,-1,17147
0,22423,REGENCY CAKESTAND 3 TIER,-1,17147
0,21314,SMALL GLASS HEART TRINKET POT,-1,17314
0,20832,RED FLOCK LOVE HEART PHOTO FRAME,-1,17314
0,22057,CERAMIC PLATE STRAWBERRY DESIGN,-3,13118
0,22059,CERAMIC STRAWBERRY DESIGN MUG,-6,13118
0,22974,CHILDRENS DOLLY GIRL MUG,-2,15146
0,22250,DECORATION  BUTTERFLY  MAGIC GARDEN,-4,15146
0,22249,DECORATION WHITE CHICK MAGIC GARDEN,-4,15146
0,22248,DECORATION  PINK CHICK MAGIC GARDEN,-4,15146
544832,62096A,,-88,0
544834,90200C,,-33,0
0,22461,SAVOY ART DECO CLOCK,-1,16719
0,22728,ALARM CLOCK BAKELIKE PINK,-1,16719
0,21633,SUNFLOWER DECORATIVE PARASOL,-1,17867
0,22780,LIGHT GARLAND BUTTERFILES PINK,-4,15078
0,22779,WOODEN OWLS LIGHT GARLAND ,-4,15078
0,22670,FRENCH WC SIGN BLUE METAL,-4,15078
0,22358,KINGS CHOICE TEA CADDY ,-4,15078
0,22357,KINGS CHOICE BISCUIT TIN,-1,15078
0,22629,SPACEBOY LUNCH BOX ,-1,12362
0,22273,FELTCRAFT DOLL MOLLY,-1,12362
0,22149,FELTCRAFT 6 FLOWER FRIENDS,-1,18231
0,20972,PINK CREAM FELT CRAFT TRINKET BOX ,-12,18231
0,22936,BAKING MOULD ROSE WHITE CHOCOLATE,-72,14156
0,22935,BAKING MOULD ROSE MILK CHOCOLATE,-72,14156
0,22838,3 TIER CAKE TIN RED AND CREAM,-96,14156
0,22699,ROSES REGENCY TEACUP AND SAUCER ,-120,14156
0,22630,DOLLY GIRL LUNCH BOX,-192,14156
0,22363,GLASS JAR MARMALADE ,-120,14156
0,22183,CAKE STAND VICTORIAN FILIGREE MED,-1,13684
0,84247K,"FOLK ART GREETING CARD,pack/12",-11,14157
545127,22024,,-50,0
545135,22028,,-30,0
0,47594B,SCOTTIES DESIGN WASHBAG,-1,17841
545219,20738,,-36,0
545236,22797,damages,-15,0
0,35471D,SET OF 3 BIRD LIGHT PINK FEATHER ,-1,12933
0,22414,DOORMAT NEIGHBOURHOOD WITCH ,-1,17027
0,20793,BLUE TILED TRAY,-5,17027
545401,21769,showroom,-5,0
545402,22862,,-33,0
0,22684,FRENCH BLUE METAL DOOR SIGN 9,-2,13166
0,22220,CAKE STAND LOVEBIRD 2 TIER WHITE,-1,14657
0,22148,EASTER CRAFT 4 CHICKS ,-3,13410
0,20725,LUNCH BAG RED RETROSPOT,-1,13093
0,22383,LUNCH BAG SUKI DESIGN ,-1,13093
0,22846,BREAD BIN DINER STYLE RED ,-1,13093
0,22423,REGENCY CAKESTAND 3 TIER,-1,13093
0,22697,GREEN REGENCY TEACUP AND SAUCER,-1,14231
0,22698,PINK REGENCY TEACUP AND SAUCER,-1,14231
