index_label,comment,rank_scores
119,"""the buddy holly story opens on a shot of a yellow neon moon on the roof of a roller rink in 1956 lubbock  texas. as the credits start  the camera moves down from the moon to the parking lot  into the roller rink  past the concessions and across the rink to a small bandstand where a small band is doing their sound check. it's a tracking shot welles and scorcese would both appreciate. it cuts to buddy holly's bespectacled face peering down in rapt concentration as he grips the headphones and talks to a man putting this band on the radio. <br /><br />a young gary busey plays buddy holly and his performance is key. he has to somehow show the passion that holly had for his music to make the film work. this is a rock and roll story without lines of coke chased with shots of heroin and a fifth of whiskey. this isn't about a man with several women to choose between in a sex scandalized  brood abandoned lusty tragedy. this is a film about a nice texas boy who respected his parents and went to church and had the same girlfriend for 5 years and fell in love with rock and roll. busey finds that spark and ignites it  his passion is clear and infectious. he really plays the guitar in the film and sings  its not overdubbed with holly's recordings. busey was a young guy in hollywood in the seventies  a struggling actor and as much or more so a struggling rock musician as well. thus  he gives a great performance  because although he isn't buddy holly  he's in a similar situation. <br /><br />his first song is the old les paul classic  """"mockingbird hill"""" and he has the country twang to nail it. next a kid calls out for some bop  and against his two band mates (in reality the crickets were 3 guys  but the down-sizing works fine for the film's limited narrative)he leads them wailing into """"rocking with ollie vee"""". the kids love it and the parents hate it. the dj at the rolling rink tapes it and it is later released in new york without buddy holly even knowing it was ever recorded. this leads to the funniest scene in a film filled with humorous moments. an amped-up disc jockey from buffalo calls up buddy at home. the dj has been playing """"that'll be the day"""" for 12 hours and is going for 24. the cops are banging on the station's barricaded door. holly is confused  but when the dust settles  he is quite thrilled. he tells the boys  and their meteoric rise begins. dan stroud as the drummer and charles martin smith as the bassist round out the band nicely and have good chemistry with each other. there are problems but not overblown drama thats found in most rock (all?) biopics. the movie doesn't manipulate you either. your emotions soar  but they're not manipulated. when the crickets step onto the apollo stage in harlem  the first white group ever to play there  then rip into an electrically charged performance of """"oh boy"""" and win the audience over  my rock and roll loving ass got choked up and cried. next  busey and the boys make """"it's so easy"""" sound funkier and more soulful than i would have believed possible. <br /><br />anyone with even a cursory knowledge of buddy holly's story will know where this movie will end. holly died in a plane crash with richie valens and the big bopper way too young. we  as the audience know that  yet the movie is so well written  directed and lovingly acted that we forget it almost immediately. the movie isn't about his death  it's about his life and his place in rock and roll history. the film ends with his last performance and it's a good fifteen minutes of busey rocking out possessed by the ghost of buddy holly. i was happy to hear him end it on """"not fade away""""  my favorite of his songs. the film freezes before the end credits with the information about the plane crash  but i hardly noticed it. i was still thinking about how good that last song was.""",1
118,"""i must not have seen the same movie as the one the comments refer to here. first  i think they should have serialized ghost story if they were going to film it at all. the truncated version they come up with was awful. i felt the performances were mannered and so much was left out of the story that the performances of such masters as astaire  douglas  houseman  and fairbanks seemed hammy. alice krige was superb as eva  though. craig wasson is a good actor but he was only adequate as the protagonist. the decision to cast patricia neal and to truncate her role was not a good one. imagine what anne bancroft would have done with that character! i blame the script  which was poor. the production values were dark and the pacing was slow. a disappointing  pedestrian effort.<br /><br />the book is one of the five greatest suspense/horror novels of the 20th century  imho. but the movie was disappointing  although a great introduction for krige.""",1
117,"""amando deossorio was never one to let a lack of budget get in the way of telling one of his stories. his """"blind dead"""" series started off great but had some truly laughable moments  such as shots of a small model boat in a water tank for """"the ghost galleon"""". in """"the sea serpent""""  he hits rock bottom and takes some notable actors along with him  telling the tale of a silly sock monster that brings google-eyed terror to a few water tanks and miniature aquariums.<br /><br />a vague opening sequence sets the stage and demonstrates an aborted military mission where american pilots  for some unknown reason  drop an atomic bomb (brazenly cartooned into the frame of the film) somewhere in the ocean off the coast of spain. the military commander gives this order from an office that features a prominent american flag and a portrait of a deranged-looking ronald reagan  one of only a few things that makes this movie really seem like the eighties. the other two are the hilariously inept subtitle that declares the year to be """"1.985"""" and tyria power's dated sheena easton hairdo  which would have looked really cool next to some ripped neon sweats.<br /><br />one of the kookiest monsters you will ever see rises from the depths  disturbed by the explosion caused by the bomb. we learn that the errant atom bomb has killed off a great deal of the local fish. unfortunately for our cast  it has no effect on the sea serpent  which swiftly descends on the coast of spain for some miniature-set mayhem.<br /><br />now when i say the monster is unrealistic  i am not exaggerating. it's not just """"sort of"""" fake looking. i'm sure the filmmakers did the best with the ten dollars that they seem to have been allotted  but most of the time it looks like it was made out of crayola markers  a ping pong ball  and an old sock. not only that  it has this ominous music that accompanies it wherever it goes  music that sounds so much like the """"jaws"""" theme that it's a wonder nobody got sued.<br /><br />along with tyria power  timothy bottoms and ray milland are caught slumming  and the dialogue could not have been any more dismal. through a series of plot contrivances  our leading actors are thrown together in a quest to...well  i'm not sure what the purpose is. bottoms and power have got to prove the serpent is real in order to save their butts (he is blamed for a serpent-induced shipwreck  she is locked in the loony bin after a sighting). none of this matters  because by the end of the movie nothing has been resolved. nobody admits the serpent is real  and it's not even dead. furthermore  power and bottoms are still on the lam from the law. <br /><br />as illogical as it seems  nobody but our heroes knows that the serpent exists (despite numerous disappearances  a trashed lighthouse  and a crushed railroad bridge)  and they embark on an extended non-adventure to track down and chase the monster away...not kill it  since they know they are no match for it. their big plan is to use flares to scare it off. although their scheme is botched  the serpent causes a big explosion in the water after it attacks a bridge support (don't ask)  and the giant sea snake is so frightened that it swims away. the critical viewer would wonder why the serpent wasn't frightened off earlier in the movie when it caused a couple of big explosions after crashing into a dock. but never mind. it swims away  and our heroes are sure it's gone forever. the end.<br /><br />i can only imagine the horror that the stars felt when they saw the completed film they just worked on. a lamebrain script and a couple of dim reaction shots could never have prepared them for the embarrassment of sharing screen time with a spliced-in sock puppet/stop motion beastie. at least the supporting characters got to have fun screaming and pretending to be swallowed by a giant serpent head. i'm not sure what was going on when they made this movie; the monster is cheap  but there are some rather elaborate miniature sets  so somebody did spend some time making those  not to mention the stop-motion animation involved. it's seemingly played straight  although maybe this film's sense of humor went over my head. in the end  the film is nothing more than an easy target for a drunken commentary. watch it at a party for best results.""",1
116,"""sherman hemsley was great in the jeffersons and especially all in the family. he was also very good in amen  why on earth would he do this movie? this movie has a terrible script and is a waste of a very funny man. luis avalos does the best he can but this is awful. this movie was the beginning of bankruptcy for sherman hemsley. i think he is very funny but this is an awful awful pointless ghost story. stick with ghostbusters.""",1
115,"""this has to be one of the most beautiful  moving  thought provoking films around. it's good family entertainment and at the same time makes you think very hard about the issues involved. every time i see the """"ghost of zac riding the bike through the puddle at the end i can't help but cry my eyes out. john thaw's performance is so touching and it is a shame he is no longer with us. gone but not forgotten. a outstanding film. full marks.""",1
114,"""notorious hk catiii actor  anthony wong  is for once (well...not actually once - he was a cop in the daughter of darkness films and a few others...)not a psychopathic weirdo in erotic nightmare. usually recognized for his role as a complete wackadoo in such catiii """"nasties"""" like the untold story and the ebola syndrome - this time  wong is on the receiving-end of the nastiness...<br /><br />wong plays a guy who goes to a sorcerer who promises to give him really good dreams  for a price. true to his word  the dreams that wong has involve having mad donkey sex with smokin' hot schoolgirls - but the dreams come with a price that's more than money. the sorcerer can manipulate the dreams and with the help of a sexy ghost  blackmails wong out of his cash and business  kills his family  and eventually kills wong himself...wong's brother comes to town to find out what's going on  and eventually finds that his family's murder is the work of the evil sorcerer - but as it turns out - wong's brother is a pretty dope-ass sorcerer himself  and with the help of the sorcerer's abused wife - turns the tables on the sorcerer and his schemes...<br /><br />erotic nightmare is one of the more enjoyable catiii films i've seen in a while. absent is the gritty and dark feel of some of the other catiii entries like red to kill  the untold story or human pork chop - erotic nightmare  though still sleazy in terms of sex and subject matter  is more """"fun"""" then some of the more serious films of the genre. more comparable to eternal evil of asia - a more """"carefree"""" catiii entry that delivers plenty in terms of nudity and a good bit of gore  without being overly comedic either. definitely worth a look  especially to the genre enthusiast. 8/10""",1
113,"""moron and girlfriend conduct some ritual to resurrect the dead  in attempt to prove that the dead can not be brought back to life. not surprisingly  they do resurrect a dead soul who commences chopping them up with an axe  and the next day some college aged people are telling the story around a campfire. the guy with the axe turns up and starts hacking up the idiots telling the story. the group calls the cops  the cop sees blood splattered all over and thinks it's a mountain lion(!?) and soon after is axed by some deformed killer who may or may not be a ghost.<br /><br />moronic little splatter movie which was filmed in broad daylight but where several characters are carrying flashlights and talking as though it were the middle of the night  and wanting to send up a signal flare to attract attention. one guy has a gun in one hand and bullets in the other but doesn't bother to load it  then after he finally loads it  he has several opportunities to shoot the killer but doesn't bother to  because that would end the movie too early. then he throws the gun away! also detrimental is characters who show no emotion and don't look the least bit concerned after their friends are chopped up into pieces and lousy effects (the human heart looks like a piece of chicken meat  the car blown up at the end clearly was a model car) and awful dialogue and some really ugly female nudity doesn't help. and in the end it tries to get away with it's incoherence by saying that it was all the invention of the same college aged people telling campfire stories at the start of this movie. <br /><br />then the killer turns up for real in the last scene hacks them into pieces. again.<br /><br />mediocre of it's kind  good only for some unintended laughs.<br /><br />*1/2 out of ****""",1
112,"""another hand-held horror means another divisive movie that fans should still seek out and make up their own minds about.<br /><br />imagine a cross between the blair witch project and the grudge and you're close to the overall content of this movie. it's another videotaped horror but this time most of it is edited together in readiness for a video doc that was never completed by a supernatural investigator who disappeared.<br /><br />i certainly had a feeling of dread while watching this movie (does anyone do dreadful better than our asian friends?) but the creepy moments  the genuinely creepy moments  were sadly a bit fewer and farther between than i had hoped. i also felt that i was two or three steps ahead of the investigator when apparent """"revelations"""" appeared throughout so i certainly can't recommend this as highly as [*rec].<br /><br />having said that  it would be remiss of me not to highly recommend any film that goes on at length about ectoplasmic worms  contains at least two subtly spooky ghost moments and made sure that i had to put the lights back on for a while when the sun went down.<br /><br />check it out if you have been enjoying some of the other hand-held genre releases of late. and the finale is a hair-raising doozy.<br /><br />see this if you like: the last broadcast  pulse  angel heart.""",1
111,"""people tried to make me believe that the premise of this rubbishy supernatural horror/thriller was inspired by the actual last words spoken by an authentic serial killer (whose name escapes me at the moment). whilst awaiting his execution in the electric chair  he claimed that his soul would return to life and continue to go on a never-ending murder spree. it's not a highly original idea to revolve a horror film on  by the way. other low-budget turkeys implemented the exact same basic premise  like """"house 3""""  """"shocker"""" and """"ghost in the machine"""". anyway  """"the first power"""" (a.k.a """"pentagram"""") isn't a completely terrible effort  but the script overly reverts to clichés and lacks genuine thrills. the film starts off as an okay  albeit mundane serial killer flick in which obsessive cop-hero lou diamond philips pursues a maniac who carves bloody pentagrams into the chests of his victims. he receives unexpected help from a spiritual medium  played by the gorgeous and underrated tracy griffith. she leads him to the killer but also begs not to execute him  as that would result in an even bigger catastrophe! thanks to tess' helpful hints  detective logan quickly captures the killer and celebrates his death penalty  but patrick channing made a pact with satan himself and returns to the rotten streets of california to do some more killing. """"the first power"""" gets pretty bad once the murderer reincarnates as a vengeful spirit. instead of using his newly gained satanic powers to wipe out the entire world (that's what i would do in his position)  channing simply prefers to play cat and mouse games with his nemesis the copper. he annoyingly calls him """"buddy-boy"""" all the time and possesses the bodies of logan's friends and colleagues in order to trick him. even though never really boring or poorly realized  it's a very weak film to endure  mostly because you constantly get the feeling of déjà-vu. writer/director robert resnikoff shamelessly uses every dreadful cliché (the killer got sexually abused as a child) and even the players' lines can easily be predicted. as soon as griffith explains she's able to predict the future  you just know that  somewhere at some point in the film  she's going to say the ridiculously overused line """"i tell people who to live their lives  but my own life is a mess"""". yawn. lou diamond philips' performance is adequate enough  but it's rather difficult to take that youthful rebel of """"la bamba"""" and """"stand and deliver"""" serious as a tough copper. there also are decent supportive roles for mykelti williamson (""""forrest gump"""")  carmen argenziano (""""when a stranger calls"""") and b-movie horror legend david gale (""""re-animator"""") appears in a minuscule cameo at the very beginning of the film.""",1
109,"""""""ghost of dragstrip hollow"""" was one of the many '50s movies about hot-rodding teens encountering the supernatural. in this case  the teens can't pay the rent for their hangout and get evicted. with nowhere else to go  they decide on an apparently haunted house. as you may have guessed  once they arrive  some weird things start happening. and there's a twist at the end.<br /><br />there's nothing in this movie that you haven't seen in other movies  but it's nice entertainment nonetheless. my favorite character was the foul-mouthed parrot. well  let me rephrase that: he didn't talk like a character in a quentin tarantino movie  but he said things that we don't expect out of a bird. the movie's pure hokum  but harmless.""",1
108,"""freddy's dead: the final nightmare (1991) was the last film to feature freddy krueger as a solo act (not as an entity or a co-star). the years of killing have taken a toll upon the town of springwood. it has gotten to the point that the little city has become a virtual ghost town. the parents who killed freddy krueger so many years ago have all paid the ultimate price. only the mad inhabit the town and the survivors are scattered everywhere. but that doesn't stop freddy from seeking out his final revenge. no matter how they try to stop him  he always comes back for more. but this time he finds out a little more about his old life. can the kids finally stop freddy for good? what is this secret that is buried in freddy's twisted mind? to find out you'll have to watch freddy's dead. the end was originally filmed in 3-d.<br /><br />a fitting way to end the franchise. freddy learns something about himself and his perverted life and he gets to go out in a bang! lisa zane  yaphet kotto and freddy krueger star in this final installment. rosanne  tom arnold and johnny depp make special appearances. a whole lot better than the last one but it's filled with a few dated jokes. if you enjoy the series then you don't want to miss out on this one.<br /><br />i have to recommend this movie for freddy fans.""",1
106,"""i liked the first the grudge. it really creeped me out and it had something to it that made me want to see it twice. that something was missing from this sequel. there was no creativity  nothing new or original  nothing that really sticks to your mind. it's people dying because a scary ghost comes out of the shadows and says boo. and most of the time  it wasn't even all that scary.<br /><br />plot-wise this movie is a dead end. amber tamblyn is a good actress  but she was given nothing to do  and karen's death seemed really unsatisfactory because it came so quickly. i was also disappointed in the kayako's mother subplot. i was thinking that she might provide some way to fight the grudge  but she dies in the hands - hair? - of kayako. that was such a stupid twist. all in all  it's difficult to feel for characters that you know from minute one are going to die. all in the same way. and there's nothing they can do. it doesn't feel like a cruel destiny awaiting them. it's just boring  because you know what's going to happen. if they had anything to fight it with  that would have added suspense  even if they failed. if there was any hope  it would make the scares more justified. now you're just waiting for them to die.<br /><br />kayako was really scary in the first movie  but this time we saw her too many times and that took away some of it. i was still scared during some scenes  but i actually got used to the huge eye and blue face. the makers obviously realized this would happen as they added other scary ghosts. yes  i was scared at the school psychologist scene - even if i knew where it was going as soon as she said """"i've been to the house"""". a nice touch. toshio  however  was not scary at all in this movie. i was much more creeped out by the non-blue toshio with black eyes and a blank stare that sometimes appeared in the first movie. a blue boy sitting in the corner does nothing for me.<br /><br />some of the characters seemed really unnecessary - the notorious milk-scene with the girl whose name i can't even remember comes to mind. i wasn't scared  it was just """"huh?"""" i'm not sure if the schoolgirls were even really needed. karen could have brought the grudge to the us with her. it could have killed people related to her life  everyone at the funeral  or something like that. even so  it would have been dull to watch them all die  but being introduced to so many unrelated people really felt annoying. hated the """"i won't call you mother"""" scene. aubrey's mother issues were equally dull. the little boy was a touching character  though.<br /><br />the ju-on sequel was much scarier than this one. it had some new twists - dreams and reality blurring much more  for instance - and even if it left me feeling quite down  i was also somehow satisfied. i got to think a bit and be left wondering. this movie only provided cheap scares.""",1
104,"""""""demons iii: the ogre"""" is not related pre-sequel are on """"the demons"""" and """"the demons 2 are cool hip horror 1980 classic.""""demons iii: the ogre"""" is very stupid  bored  cheap monster. i am very confuse about the writer is """"demons iii: the ogre"""" (lamberto bava and dardano sacchetti are poor quality writer and stupid who the bored william shakespeare ghost or demon's egg from spider's web or what huhuhuhuhu make the girl dream). i am very sorry  very very very very boring movie. i bought the special dvd box called """"demons"""" on the 3 different movies called """"demons iii: the ogre""""  """"the other hell""""  and """"black demons"""" don't have closed captioned and subtitles is cost $ 14.99 from best buy store in the city of downey. why the lamberto bava and dardano sacchetti are poor quality writer who make the stupid movie almost like """"halloween iii"""" don't have michael myer monster but the people wear halloween. i am very confused. i really love """"the demons"""" and """"the demons 2 are better the boring stupid """"demons iii: the ogre"""" is not part for """"the demons"""" and """"the demons 2"""" are same demons.<br /><br />thank you juan antonio de la torre""",1
159,"""the fallen ones starts with archaeologist matt fletcher (casper van dien) in the desert discovering the mummified remains of a 42 foot tall giant  now there's something you don't see everyday. matt is working for property developer morton (robert wagner) who wants to build a holiday resort on the land & he calls in fellow archaeologist angela (kristen miller) for reasons i'm unsure of. anyway they both try to figure out what they've got on they're hands when some of the team go missing  morton calls in security guy ammon (navid negahban) to handle the situation. meanwhile ancient text translator the rabbi eli schmidtt (tom bosley) translates some ancient text (as he would) & is shocked to learn of a evil prophecy in which these giants will rise up & take over the world for the fallen one  or something like that. it's up to matt to save the day & the whole planet...<br /><br />written & directed by kevin vanhook  who also has a small role in the film as the ancient warrior leader at the start  i personally thought the fallen ones was a terrible film & it's as simple & straight forward as that. there are so many things that are just plain bad about the fallen ones both on a technical & conceptual level  the script doesn't make a whole lot of sense & it doesn't really get going until the final 20 odd minutes by which time i had almost lost the will to live. the character's are awful & as clichéd as you like  the dialogue is bad as in very  very bad & the entire film is predictable  i mean it's not going to come as a surprise that casper van dien is going to save the day is it? it's not a huge surprise that the mummified giant is going to come back to life either so why wait until over an hour into the film when most of the audience will be in some sort of comatose state. this is bad  very bad. you have been warned.<br /><br />director vanhook doesn't impress  the fight scenes are absolutely awful & why dress your bad guys up in a horrible shade of purple? they look naff. to give it a bit of credit the special effects on the giant mummy itself are actually good although there's not that many of them since he doesn't make an appearance for over an hour  there are also some normal sized mummy's that look to have come straight from the set of the mummy (1999)  unfortunately these aren't used to any great effect & in fact are wasted as some comic relief. the mechanical mummy was a pretty good idea but looked silly & there is no way on earth that all those people inside could work in sync with each other to operate it  actually the more i think about the more ridiculous the idea is. forget about any scares  tension or atmosphere & don't even think about any gore or violence because there isn't any.<br /><br />technically the fallen ones isn't anything special & apart from the impressive giant mummy effects there's little her to get excited about. the ghost cgi & water effects are terrible  it was made-for-tv & it's shows. the acting was poor  wagner looks embarrassed & this is probably the only thing the likes of dien & bosley can get these days.<br /><br />the fallen ones is a bad film  there's no two ways about it as far as i'm concerned. not recommended on any level or in any way  one to avoid.""",1
103,"""this movie is about a young couple running away to start a new life in la  who end up being stalked by a psycho at a deserted rest stop. actually  it's really just about the girl (nicole)  since her boyfriend literally disappears within a few minutes. the movie gets going extremely fast  and early on you wonder how it could possibly stretch its story out to feature length. it isn't long before you realize that the movie does this by simply wasting time with unnecessary scenes that go nowhere.<br /><br />the story is not only paper-thin  but unstructured  stupid  and incoherent. minutes after the disappearance of her boyfriend and car  nicole finds a mobile home at the rest stop. she sees the flashing of a camera  and knows that people are inside  but she easily gives up on trying to get their help when no one answers her door knocks. after she is informed by the killer that her boyfriend is in danger  she walks around the rest stop  doing all sorts of stupid and unnecessary things. this includes turning on a tv (and even looking amused when she thinks she's stumbled onto a porno movie  even in this dire situation)  sitting around  wandering  and drinking from a bottle of liquor for hours on end. she does all this knowing that her boyfriend has been abducted  that the killer is still on the loose and stalking her  and without taking any actions to ensure her immediate safety (she doesn't bother to lock the doors or remain alert). oh yeah  she tries using a radio to call for help  but why even bother when there's a mobile home with people inside right there at the rest stop? it really seems like the script writer forgot about this important fact while writing this part of the story.<br /><br />there's no sense of entrapment or ever-present danger in this story. the heroine freely wanders in and around the various buildings at the rest stop  and the killer only drives in occasionally to scare her  before driving off again. there's nothing stopping nicole from simply taking off (even if the rest stop is a long way from anywhere else  that's better than sitting around)  but she chooses to stay anyway. at one point in the movie  the main character even acknowledges that she can run off  but doesn't.<br /><br />the story doesn't go anywhere  and instead just jumps from pointless segment to pointless segment. nicole finally gets inside the mobile home  and it turns out that the inhabitants are a family of sheltered  presumably inbred or psychotic religious fanatics. they seem willfully ignorant or uncaring about the killer's actions (but there's no indication that they're connected to him in any way)  and then kick nicole out after several minutes.<br /><br />in the next irrelevant segment  the main character wanders into the bathroom building. she discovers one of the killer's previous victims (a young woman named tracy)  who is still alive and locked in a closet. for some strange reason  tracy starts vomiting ridiculous amounts of blood. nicole goes off to fetch a crowbar to pry open the closet door  and when she returns a minute later  both tracy and her pool of blood have disappeared without any explanation. what was the point? nicole finds a bulletin board showing many missing persons  and sees that tracy had disappeared in 1971. so  was tracy a ghost or something? the writer never bothers explaining.<br /><br />next  a cop shows up in the middle of the night to man the police office at the rest stop  which had been conveniently left unattended for the entire day so far. nicole tells him all about what's been going on  and when the killer drives up in his truck outside the office  the cop goes outside to confront him. what does the police officer do  knowing that something is seriously wrong? he goes up and calmly talks to the killer (who nicole had even pointed out to be the guy who was stalking her)  and buys into the killer's lie that he was simply driving through and needed directions. seriously. the cop then talks to nicole outside  totally unaware as the pickup truck turns around and runs him over.<br /><br />the cop quickly starts telling nicole that he's a goner who's """"lucky to be breathing"""" still  yet he strangely doesn't die for quite a while. the two of them do some more pointless talking  and the all-important fact that he has a gun is annoyingly not even mentioned for too long a time. when the two of them finally try to use the gun  nicole stupidly wastes most of her bullets blindly shooting at a door when the killer was possibly behind it. with two bullets left  the policeman tells nicole to use one to euthanize him. she fires one into his mouth  and he lays still for a few moments  with a chunk blown out of his head. then  he suddenly and inexplicably yells out """"you missed!"""" and she has to shoot him again. completely cheap attempt at shock.<br /><br />nicole finally confronts the killerand fails. the movie ends with a scene taking place not long from then  with a woman arriving at the now strangely much more active rest stop. in the bathroom building  she hears nicole crying for help in the closet (locked in like tracy was). she gets a policeman to go inside and check it  but he finds an apparently normal and clean closet. the cop leaves  thinking he's been tricked. a battered nicole is seen coming out from behind some boxes in the closet (she would have been easily spotted if the cop had spent all of 10 seconds looking)  apparently too stupid to have said or done anything when the policeman was there. wow.<br /><br />this movie is apparently the first in a new line of """"quality"""" direct-to-dvd movies  marketed as being too extreme for theaters. in reality  it's just more cliché  b-movie garbage.""",1
102,"""i've been watching a lot of asian horror movies lately  but this one has to be the worst so far. it started out interestingly enough  but lost momentum after the first 15 minutes of the movie. the added """"drama"""" scenes  flashback sequences and serious plot holes left me hanging. what really happened in the tunnel? just """"something terrible""""??? who started all the killing if it wasn't the ghost? what did she want returned to her????? no answers whatsoever! overall  not very scary at all and the movie makers need to come up with a lot better ideas than this...<br /><br />one positive was the cute actress  but that's about it.<br /><br />not recommended.""",1
100,"""now  i love italian horror films. the cheesier they are  the better. however  this is not cheesy italian. this is week-old spaghetti sauce with rotting meatballs. it is amateur hour on every level. there is no suspense  no horror  with just a few drops of blood scattered around to remind you that you are in fact watching a horror film. the """"special effects"""" consist of the lights changing to red whenever the ghost (or whatever it was supposed to be) is around  and a string pulling bed sheets up and down. oooh  can you feel the chills? the dvd quality is that of a vhs transfer (which actually helps the film more than hurts it). the dubbing is below even the lowest """"bad italian movie"""" standards and i gave it one star just because the dialogue is so hilarious! and what do we discover when she finally does look in the attic (in a scene that is daytime one minute and night the next)...well  i won't spoil it for anyone who really wants to see  but let's just say that it isn't very """"novel""""!""",1
99,"""may contain spoilers!!! in no way  shape or form does this movie break the horror movie mold. not by a long shot. however  it does deliver a creepy atmosphere  believable enough characters and gore.<br /><br />the story is simple and doesn't bother to unfurl itself anymore than it needs to. a bunch of kids are killed in a mining accident back in the early 1900's. since then  they have stalked and killed the residence of their sleepy little pa town in the mountains.<br /><br />simple: they want revenge on the man that caused their death years and years ago. naturally  his great  great  great grandson is in town and he's a real prick.<br /><br />along with that  a mother and her two daughters inherit a run old house after the husband dies. the eldest daughter is rebellious  obnoxious...a typical teen. the younger is curious  bright-eyed and gets in with the ghost children.<br /><br />the creepiest part of this flick is the sheer emotionlessness of the children and they hack their way through victim after victim. excellent acting. it was so spooky! i mean  the children of the corn flicks are one thing...but this topped any of those (as for the creepy kids).<br /><br />worht a look. i bought it before seeing it and i was not unhappy. but i'm a horror fan through and through.""",1
98,"""never has the words """"hidden gem"""" been so accurate. bad movie lovers might search all over for the next hidden obscurity  sometimes coming up short with stuff like weasels rip my flesh  but other times  luck will prevail and you might end up with something like death bed  then hopefully realizing it's not a bad movie at all  it just has a bad title  and not even a bad title  but a humorous one that might throw you off  but somehow death bed still fits into the """"bad"""" category. with a vibe that's somber and empty  death bed is a true masterpiece of low-budget horror  reserved only for those fortunate enough to appreciate such a dark shadow of a vision.<br /><br />death bed involves an incoherent  yet intriguing relationship between a demon in the bed and the sympathetic ghost trapped in the portrait  who only wishes he could spare someone from the awful fate of being devoured by the yellow suds. although not all that scary  considering it's about a killer bed  death bed possesses the qualities that make for successful horror. a dark  desolate vibe  confusion  an eerie  subtle score and that dream quality that this masterpiece almost flaunts. such a quality  or vibe usually seems unintentional. not only is it intentional  but from what i've read  death bed is based on an actual dream  george barry  the director  successfully transferred dream to film  only a genius could accomplish such a task.<br /><br />old mansions make for good quality horror  as do portraits  not sure what to make of the killer bed with its killer yellow liquid  quite a bizarre dream  indeed. also  this isn't quite the brand of b-horror i was expecting  considering the title and all. before viewing this gothic gem i expected something more like class reunion massacre  now thats a bad movie  if you've seen it  you know what i'm saying. after considering all of the above  i feel like death bed deserves only eight stars  but since it stayed so obscure for so long we'll say the bed that eats deserves nine.""",1
97,"""stephen j. cannell apparently decided a few years ago that he would broaden his horizons and dabble in horror. the result  """"dead above ground""""  is an abysmal piece of junk. now  had i noticed his name in association with this particular film i'd have put it back but no  i didn't have my glasses on and therefore i missed it  damn  i really do need to bring those with me while video shopping. first question would be  who the heck is the target audience for this? it's almost like a """"scary"""" kids movie  but then again there's topless babes and some gore and some bad words spouted here and there. the main characters are so cute that you want to see someone  anyone  go after them with farm implements of some kind. seems that a guy opens a bed and breakfast that has a checkered past  a child-murdering witch that collected children's teeth lived there. probably something the real estate agent failed to mention. of course now in the modern day there's a little girls ghost around to warn the real-live little girl that now lives there that something bad is going to happen. it does  and there's also two bubbas that were squatting on that property when the new owner took over so they're out for revenge too. this whole thing has the feel of some made-for-cable junk that's for the kids at halloween except for  of course  the things that aren't suitable for little kids  so not only is this mediocre  it's confused  too. a big boo and hiss to anchor bay for putting this out too  considering their usual track record with fine releases this is a new low. the uk gets a phantasm box set  we get """"the tooth fairy"""". hardly seems fair. 1 out of 10  absolute garbage.""",1
96,"""i should explain that as far as this trend goes for ripping off asian horror movies  this shutter is a head above the grudge  and dark water  while still not achieving the same amount of atmospheric creepiness that the ring establishes.<br /><br />still though movies  like life  don't exist in a vacuum and are therefore up for comparison to other suspense/thriller/horror movies. honestly  i'm not writing a lengthy synopsis here and will say that this movie attempts to rely on music induced """"startle"""" scares rather than atmosphere and the """"ghost"""" itself really isn't that remarkable. the plot is pretty basic and predictable and isn't anything to write home about either. while there are a few suspenseful scenes that border on creatively scary  most of the movie is pretty vanilla. if you enjoyed the grudge and it's ilk then you might enjoy this.<br /><br />grade: c-""",1
94,"""the monster will look very familiar to you. so will the rest of the film  if you've seen a half-dozen of these teenagers-trapped-in-the-woods movies. okay  so they're not teenagers  this time  but they may as well be. three couples decide it might be a good idea to check out a nearly-abandoned ghost town  in hopes of finding the gold that people were killed over a scant century-and-a-half before. you'd think that with a title like """"miner's massacre"""" some interesting things might happen. they don't. in fact  only about 1/10 of the film actually takes place in the mine. i had envisioned teams of terrified miners scampering for their lives in the cavernous confines of their workplace  praying that black lung disease would get them before the grim reaper exacted his grisly revenge  but instead i got terrestrial twenty-somethings fornicating--and  in one case  defecating--in the woods  a gang of morons with a collective i.q. that would have difficulty pulling a plastic ring out of a box of cracker jacks  much less a buried treasure from an abandoned mine. no suspense  no scares  and plenty of embarrassing performances give this turkey a 3 for nudity.""",1
