CustomerID,ItemPurchased,ItemVariety,Revenue,TotalVisit,ItemPerVisit,RevenuePerVisit
13171,227,37,370.21,4,56.75,92.55
13173,277,41,353.65,2,138.50,176.83
13174,1395,228,2716.27,3,465.00,905.42
13176,453,66,479.92,1,453.00,479.92
13177,91,17,282.45,1,91.00,282.45
13178,3570,95,5725.47,11,324.55,520.50
13182,201,11,121.18,1,201.00,121.18
13183,2208,51,3957.78,9,245.33,439.75
13184,1662,138,1648.79,11,151.09,149.89
13185,12,1,71.40,1,12.00,71.40
13186,804,69,1539.69,4,201.00,384.92
13187,95,37,233.26,1,95.00,233.26
13188,25,2,109.59,1,25.00,109.59
13189,842,29,260.68,2,421.00,130.34
13192,595,57,911.94,2,297.50,455.97
13193,50,22,110.92,1,50.00,110.92
13194,26,3,60.70,1,26.00,60.70
13196,1224,97,1753.90,4,306.00,438.47
13198,2645,200,3321.41,7,377.86,474.49
13199,6172,48,9695.27,39,158.26,248.60
13200,516,42,860.65,4,129.00,215.16
13203,800,56,839.50,4,200.00,209.87
13207,130,7,250.26,2,65.00,125.13
13208,786,124,1205.90,7,112.29,172.27
13209,4232,255,5778.64,9,470.22,642.07
13210,316,22,353.48,1,316.00,353.48
13211,874,45,1197.42,3,291.33,399.14
13212,309,128,740.52,4,77.25,185.13
13213,1357,82,1488.51,6,226.17,248.09
13216,297,5,333.74,1,297.00,333.74
13217,114,3,133.62,4,28.50,33.41
13218,88,5,62.64,1,88.00,62.64
13220,196,18,780.65,4,49.00,195.16
13221,244,62,827.65,2,122.00,413.83
13223,88,5,163.20,2,44.00,81.60
13224,1512,101,2150.85,3,504.00,716.95
13225,3352,23,6083.04,8,419.00,760.38
13226,80,16,105.45,1,80.00,105.45
13227,99,9,257.70,1,99.00,257.70
13228,200,2,358.00,1,200.00,358.00
13229,63,10,159.03,1,63.00,159.03
13230,1544,393,2662.06,15,102.93,177.47
13232,778,147,1321.84,7,111.14,188.83
13233,1004,43,605.12,2,502.00,302.56
13235,440,54,1007.16,2,220.00,503.58
13236,411,34,707.82,3,137.00,235.94
13238,296,20,657.54,5,59.20,131.51
13239,363,22,329.56,1,363.00,329.56
13240,298,59,655.17,4,74.50,163.79
13242,130,12,270.40,3,43.33,90.13
13243,233,56,581.87,1,233.00,581.87
13244,38,27,121.74,1,38.00,121.74
13245,125,16,399.63,1,125.00,399.63
13246,1552,110,1912.06,7,221.71,273.15
13247,328,18,501.12,4,82.00,125.28
13248,305,25,462.92,2,152.50,231.46
13249,546,21,708.90,3,182.00,236.30
13253,1572,35,1030.40,2,786.00,515.20
13255,174,13,385.70,3,58.00,128.57
13256,12540,1,0.00,1,12540.00,0.00
13258,287,28,698.58,3,95.67,232.86
13259,132,77,286.80,1,132.00,286.80
13260,142,8,538.42,1,142.00,538.42
13261,210,8,944.10,2,105.00,472.05
13262,125,11,200.29,1,125.00,200.29
13263,4780,450,7397.16,35,136.57,211.35
13265,1752,66,2085.46,5,350.40,417.09
13266,4299,83,3657.75,13,330.69,281.37
13267,1939,88,4360.28,20,96.95,218.01
13268,3635,257,3134.92,12,302.92,261.24
13269,3509,178,5296.60,16,219.31,331.04
13270,200,1,590.00,1,200.00,590.00
13271,181,79,178.26,2,90.50,89.13
13272,96,15,265.52,2,48.00,132.76
13273,153,16,138.98,1,153.00,138.98
13276,161,30,586.53,2,80.50,293.27
13277,176,5,258.40,4,44.00,64.60
13278,537,46,537.77,1,537.00,537.77
13279,70,9,126.30,2,35.00,63.15
13280,522,67,811.98,3,174.00,270.66
13282,289,30,1008.16,4,72.25,252.04
13283,90,7,93.66,2,45.00,46.83
13284,79,13,190.63,2,39.50,95.32
13285,2051,157,2685.48,4,512.75,671.37
13291,233,41,358.35,1,233.00,358.35
13292,347,29,565.39,2,173.50,282.70
13294,453,48,873.74,2,226.50,436.87
13295,81,11,197.95,2,40.50,98.98
13296,78,5,87.40,1,78.00,87.40
13297,963,52,2089.85,4,240.75,522.46
13298,96,2,360.00,1,96.00,360.00
13299,30,5,142.50,1,30.00,142.50
13300,201,20,365.29,2,100.50,182.65
13301,345,75,618.09,4,86.25,154.52
13302,5,1,49.95,1,5.00,49.95
13304,238,21,295.46,1,238.00,295.46
13305,1232,50,1989.82,10,123.20,198.98
13307,4,1,15.00,1,4.00,15.00
13308,840,49,1366.84,4,210.00,341.71
13309,1544,82,1456.79,5,308.80,291.36
13310,575,65,1082.67,4,143.75,270.67
13311,305,25,586.59,2,152.50,293.30
13313,851,47,1555.32,5,170.20,311.06
13314,484,55,573.14,4,121.00,143.29
13316,6947,67,5966.92,5,1389.40,1193.38
13317,1003,101,2116.31,7,143.29,302.33
13318,304,14,640.76,3,101.33,213.59
13319,4686,211,10543.26,27,173.56,390.49
13320,1066,77,1491.70,5,213.20,298.34
13321,372,10,567.36,2,186.00,283.68
13322,117,25,199.48,1,117.00,199.48
13323,175,6,787.85,5,35.00,157.57
13324,5200,25,6952.80,11,472.73,632.07
13325,240,12,675.30,1,240.00,675.30
13327,1588,74,3612.05,9,176.44,401.34
13328,680,17,1308.48,1,680.00,1308.48
13329,427,16,728.88,3,142.33,242.96
13330,751,37,1139.97,3,250.33,379.99
13332,179,21,348.39,1,179.00,348.39
13334,1774,207,3531.66,3,591.33,1177.22
13336,559,51,792.61,1,559.00,792.61
13338,247,19,378.57,2,123.50,189.29
13339,326,54,832.55,1,326.00,832.55
13340,5770,128,10696.80,7,824.29,1528.11
13341,301,42,760.25,1,301.00,760.25
13343,126,19,263.92,2,63.00,131.96
13344,971,115,2128.39,3,323.67,709.46
13345,139,20,337.59,2,69.50,168.80
13347,205,8,301.35,1,205.00,301.35
13348,136,14,233.76,1,136.00,233.76
13349,225,16,207.31,1,225.00,207.31
13350,284,36,816.83,3,94.67,272.28
13351,117,16,333.93,1,117.00,333.93
13352,315,24,349.27,2,157.50,174.64
13354,604,51,743.53,1,604.00,743.53
13355,314,32,674.70,1,314.00,674.70
13356,325,42,729.01,1,325.00,729.01
13357,322,85,601.23,1,322.00,601.23
13358,285,29,399.02,1,285.00,399.02
13359,159,23,391.25,2,79.50,195.62
13362,1379,128,3074.95,5,275.80,614.99
13363,710,47,912.48,2,355.00,456.24
13364,0,10,0.00,2,0.00,0.00
13365,1238,122,2130.76,3,412.67,710.25
13366,144,1,56.16,1,144.00,56.16
13368,327,29,569.47,2,163.50,284.73
13369,127,14,223.74,2,63.50,111.87
13370,336,39,715.80,2,168.00,357.90
13372,159,23,335.87,1,159.00,335.87
13373,1651,135,3286.77,3,550.33,1095.59
13375,441,37,762.11,2,220.50,381.05
13376,493,45,894.21,3,164.33,298.07
13379,601,85,572.56,3,200.33,190.85
13381,2027,77,3626.81,7,289.57,518.12
13382,131,15,222.99,1,131.00,222.99
13384,2415,123,4074.72,8,301.88,509.34
13385,281,35,494.73,1,281.00,494.73
13388,281,35,623.23,3,93.67,207.74
13389,429,50,787.43,3,143.00,262.48
13390,224,13,544.08,1,224.00,544.08
13391,4,1,39.96,1,4.00,39.96
13394,2215,126,2311.28,9,246.11,256.81
13395,336,21,295.80,1,336.00,295.80
13396,592,42,1302.00,3,197.33,434.00
13397,429,28,1481.46,6,71.50,246.91
13398,281,26,457.34,1,281.00,457.34
13402,479,32,621.23,2,239.50,310.62
13403,44,3,75.00,1,44.00,75.00
13404,111,11,252.49,2,55.50,126.24
13405,165,25,556.40,3,55.00,185.47
13408,16119,236,27577.09,63,255.86,437.73
13410,513,15,988.91,6,85.50,164.82
13411,72,17,213.55,1,72.00,213.55
13414,1574,23,1390.50,3,524.67,463.50
13416,142,11,712.50,2,71.00,356.25
13417,162,26,605.56,2,81.00,302.78
13418,3839,223,5604.62,19,202.05,294.98
13419,275,16,221.06,1,275.00,221.06
13420,88,8,132.07,3,29.33,44.02
13421,1180,89,1846.22,3,393.33,615.41
13422,1321,127,2555.71,2,660.50,1277.86
13425,1123,66,1613.68,3,374.33,537.89
13426,2224,104,3549.06,11,202.18,322.64
13427,545,25,582.60,3,181.67,194.20
13428,156,70,218.47,1,156.00,218.47
13429,1390,55,1004.04,4,347.50,251.01
13430,738,49,637.65,3,246.00,212.55
13431,672,44,1252.54,2,336.00,626.27
13434,300,9,534.24,2,150.00,267.12
13435,2125,68,3783.04,8,265.63,472.88
13436,76,12,180.49,1,76.00,180.49
13437,1283,143,3262.18,7,183.29,466.03
13439,242,54,283.71,1,242.00,283.71
13441,204,13,296.64,1,204.00,296.64
13447,577,55,1097.57,4,144.25,274.39
13448,1638,137,3451.27,7,234.00,493.04
13449,222,19,291.88,1,222.00,291.88
13450,1982,32,2043.72,6,330.33,340.62
13451,2143,315,2911.65,6,357.17,485.27
13452,2,1,19.98,2,1.00,9.99
13453,134,16,356.98,2,67.00,178.49
13455,345,42,968.71,3,115.00,322.90
13456,756,43,1707.13,7,108.00,243.88
13458,5460,242,9526.88,15,364.00,635.13
13460,286,16,183.44,2,143.00,91.72
13461,1170,14,1445.00,3,390.00,481.67
13462,61,9,143.25,2,30.50,71.63
13464,403,41,667.72,1,403.00,667.72
13466,258,17,292.43,2,129.00,146.22
13467,584,89,1075.99,2,292.00,538.00
13468,2581,184,5614.91,38,67.92,147.76
13470,100,7,165.00,2,50.00,82.50
13471,1590,214,2512.14,4,397.50,628.03
13473,260,21,407.62,3,86.67,135.87
13474,132,59,225.87,1,132.00,225.87
13475,1012,64,1411.86,4,253.00,352.97
13476,414,56,965.28,3,138.00,321.76
13477,1018,57,1416.69,7,145.43,202.38
13479,133,14,291.00,3,44.33,97.00
13481,1127,98,1776.81,6,187.83,296.13
13482,116,11,184.64,1,116.00,184.64
13483,160,10,140.34,1,160.00,140.34
13484,44,8,313.80,1,44.00,313.80
13485,277,23,454.24,1,277.00,454.24
13486,669,69,1119.65,3,223.00,373.22
13487,265,26,575.40,3,88.33,191.80
13488,4512,272,8750.31,14,322.29,625.02
13489,560,11,449.52,4,140.00,112.38
13491,903,73,1200.94,10,90.30,120.09
13492,408,38,1269.84,3,136.00,423.28
13493,380,6,523.08,2,190.00,261.54
13494,162,18,316.26,1,162.00,316.26
13495,814,34,1990.12,6,135.67,331.69
13496,329,28,604.13,3,109.67,201.38
13497,159,19,321.05,3,53.00,107.02
13499,1358,31,1146.96,6,226.33,191.16
13500,585,60,1123.97,4,146.25,280.99
13501,557,52,1310.47,2,278.50,655.23
13502,264,17,292.00,3,88.00,97.33
13503,248,17,212.93,1,248.00,212.93
13504,178,22,290.41,1,178.00,290.41
13505,2461,182,3673.93,5,492.20,734.79
13506,321,26,452.82,3,107.00,150.94
13507,1597,146,2446.60,4,399.25,611.65
13508,24,12,108.21,1,24.00,108.21
13509,1106,27,974.71,7,158.00,139.24
13510,1382,86,1772.61,5,276.40,354.52
13512,143,15,248.45,1,143.00,248.45
13513,109,10,202.59,1,109.00,202.59
13514,40,4,152.20,1,40.00,152.20
13515,681,50,885.60,4,170.25,221.40
13516,985,43,1381.89,3,328.33,460.63
13517,1360,125,2100.79,4,340.00,525.20
13518,392,36,655.52,1,392.00,655.52
13519,22,8,108.84,2,11.00,54.42
13520,1642,49,3097.62,7,234.57,442.52
13521,736,313,1080.97,3,245.33,360.32
13522,44,5,125.80,1,44.00,125.80
13523,1745,157,3481.83,6,290.83,580.31
13524,324,17,670.16,5,64.80,134.03
13525,394,5,624.86,2,197.00,312.43
13527,1673,153,2250.46,8,209.13,281.31
13529,74,15,266.00,2,37.00,133.00
13531,174,17,474.44,2,87.00,237.22
13532,129,66,210.31,1,129.00,210.31
13533,204,61,270.79,3,68.00,90.26
13534,2876,119,5613.08,26,110.62,215.89
13536,2136,91,3428.21,7,305.14,489.74
13538,175,10,1280.85,7,25.00,182.98
13539,314,36,588.00,4,78.50,147.00
13544,127,76,288.65,2,63.50,144.32
13546,359,72,613.19,3,119.67,204.40
13548,441,114,676.73,2,220.50,338.37
13549,457,37,902.32,8,57.13,112.79
13551,12,4,83.52,1,12.00,83.52
13552,1386,82,3474.01,13,106.62,267.23
13555,2660,128,4116.94,4,665.00,1029.24
13557,546,31,584.06,2,273.00,292.03
13558,344,123,599.54,4,86.00,149.88
13560,64,32,174.37,1,64.00,174.37
13561,83,14,139.10,1,83.00,139.10
13562,757,50,1799.33,3,252.33,599.78
13563,209,49,534.83,2,104.50,267.42
13564,659,68,1166.31,4,164.75,291.58
13565,172,35,240.22,2,86.00,120.11
13566,575,134,874.71,2,287.50,437.35
13568,70,41,192.85,1,70.00,192.85
13569,164,73,364.03,2,82.00,182.02
13570,161,27,239.49,1,161.00,239.49
13571,1759,157,2079.60,12,146.58,173.30
13572,534,32,1361.66,1,534.00,1361.66
13573,303,24,289.38,2,151.50,144.69
13575,449,41,730.43,5,89.80,146.09
13576,2640,78,6686.87,19,138.95,351.94
13577,771,61,1655.79,5,154.20,331.16
13579,176,19,467.04,2,88.00,233.52
13581,30,10,116.68,1,30.00,116.68
13583,725,53,781.03,1,725.00,781.03
13584,37,24,141.44,1,37.00,141.44
13587,160,8,347.00,2,80.00,173.50
13588,2573,132,2431.20,10,257.30,243.12
13589,114,21,345.88,2,57.00,172.94
13590,1846,70,1970.60,7,263.71,281.51
13591,485,56,1088.45,3,161.67,362.82
13592,84,15,229.44,4,21.00,57.36
13593,707,77,1984.76,6,117.83,330.79
13594,359,26,396.97,1,359.00,396.97
13596,406,133,691.52,2,203.00,345.76
13598,57,33,161.90,2,28.50,80.95
13599,3169,172,4925.72,22,144.05,223.90
13600,324,19,204.64,1,324.00,204.64
13601,548,90,693.32,2,274.00,346.66
13602,267,23,428.89,1,267.00,428.89
13603,164,27,164.34,1,164.00,164.34
13606,279,40,272.82,3,93.00,90.94
13607,290,93,670.23,1,290.00,670.23
13610,514,165,1099.71,8,64.25,137.46
13611,762,67,1158.20,4,190.50,289.55
13614,570,171,1511.13,4,142.50,377.78
13615,183,23,399.99,2,91.50,200.00
13617,300,31,541.42,3,100.00,180.47
13618,246,13,177.34,1,246.00,177.34
13621,343,19,213.85,1,343.00,213.85
13623,286,78,648.92,6,47.67,108.15
13626,209,19,257.23,1,209.00,257.23
13627,1266,84,1614.04,6,211.00,269.01
13629,4372,28,7786.84,11,397.45,707.89
13630,1377,51,1995.68,8,172.13,249.46
13631,460,6,3021.77,12,38.33,251.81
13632,1036,121,2114.26,6,172.67,352.38
13634,704,156,1553.08,5,140.80,310.62
13635,677,62,1067.11,1,677.00,1067.11
13636,586,57,915.64,6,97.67,152.61
13637,409,79,804.98,3,136.33,268.33
13638,93,8,117.12,1,93.00,117.12
13639,800,39,1033.34,1,800.00,1033.34
13642,173,57,341.88,1,173.00,341.88
13643,273,24,519.44,3,91.00,173.15
13644,2060,144,2531.76,5,412.00,506.35
13645,158,5,252.10,1,158.00,252.10
13647,894,65,1664.70,5,178.80,332.94
13649,139,23,343.84,2,69.50,171.92
13650,918,79,1785.90,7,131.14,255.13
13651,33,6,89.19,2,16.50,44.60
13652,578,48,1095.08,3,192.67,365.03
13654,2182,157,2650.63,6,363.67,441.77
13655,605,52,932.01,2,302.50,466.01
13656,490,49,379.65,2,245.00,189.83
13657,209,16,377.13,2,104.50,188.56
13658,1009,91,2327.19,6,168.17,387.87
13659,879,93,1449.92,3,293.00,483.31
13662,538,50,845.72,4,134.50,211.43
13663,91,13,189.47,1,91.00,189.47
13666,41,12,84.65,3,13.67,28.22
13667,154,82,305.02,1,154.00,305.02
13668,3637,286,6194.17,22,165.32,281.55
13669,237,9,215.79,2,118.50,107.90
13670,282,25,349.70,1,282.00,349.70
13672,-1,5,-9.99,3,-0.33,-3.33
13673,119,47,376.96,2,59.50,188.48
13675,330,25,486.82,2,165.00,243.41
13678,924,16,232.60,1,924.00,232.60
13680,1267,164,2202.31,5,253.40,440.46
13681,360,37,827.83,4,90.00,206.96
13682,10,3,53.98,1,10.00,53.98
13684,38,29,64.23,2,19.00,32.12
13685,5056,29,3119.44,7,722.29,445.63
13686,70,8,72.00,1,70.00,72.00
13689,512,6,910.00,1,512.00,910.00
13690,67,9,147.45,1,67.00,147.45
13692,1224,49,1434.99,4,306.00,358.75
13693,-6,4,-32.00,1,-6.00,-32.00
13694,61803,369,62785.56,51,1211.82,1231.09
13695,1603,46,2484.09,15,106.87,165.61
13697,177,12,151.30,1,177.00,151.30
13699,66,14,308.58,1,66.00,308.58
13700,2304,139,2265.12,10,230.40,226.51
13703,10,1,99.50,1,10.00,99.50
13704,1528,111,2274.55,10,152.80,227.45
13705,363,25,556.85,3,121.00,185.62
13706,189,20,310.87,1,189.00,310.87
13707,351,48,760.05,2,175.50,380.03
13708,306,49,295.92,1,306.00,295.92
13709,3501,244,6181.48,14,250.07,441.53
13710,176,8,180.48,1,176.00,180.48
13711,140,11,252.06,2,70.00,126.03
13712,352,10,228.84,1,352.00,228.84
13715,555,89,1053.94,6,92.50,175.66
13716,138,21,138.28,1,138.00,138.28
13717,1958,92,1407.30,7,279.71,201.04
13718,173,9,298.27,2,86.50,149.14
13719,609,56,1021.71,5,121.80,204.34
13720,501,42,794.89,4,125.25,198.72
13721,316,28,523.32,1,316.00,523.32
13722,1400,75,2360.88,4,350.00,590.22
13723,43,6,199.85,1,43.00,199.85
13725,659,97,1695.49,9,73.22,188.39
13726,1054,39,1079.66,2,527.00,539.83
13727,162,19,333.48,2,81.00,166.74
13728,458,38,1005.10,6,76.33,167.52
13730,488,38,744.32,2,244.00,372.16
13731,278,36,591.43,2,139.00,295.72
13732,498,33,491.86,1,498.00,491.86
13735,1083,161,2673.73,5,216.60,534.75
13736,493,167,688.44,3,164.33,229.48
13737,125,29,331.32,1,125.00,331.32
13739,54,3,216.90,1,54.00,216.90
13740,425,23,350.75,1,425.00,350.75
13741,217,34,650.77,4,54.25,162.69
13742,1116,200,2986.26,13,85.85,229.71
13743,1775,8,1340.15,8,221.88,167.52
13744,1249,54,1156.36,2,624.50,578.18
13745,486,25,291.54,2,243.00,145.77
13747,8,1,79.60,1,8.00,79.60
13748,439,24,924.53,5,87.80,184.91
13750,516,20,1647.26,5,103.20,329.45
13751,152,9,296.25,1,152.00,296.25
13752,876,64,1146.51,6,146.00,191.09
13753,512,35,741.26,1,512.00,741.26
13754,214,11,278.76,2,107.00,139.38
13755,1241,232,2102.74,10,124.10,210.27
13756,3164,66,5140.10,15,210.93,342.67
13758,1844,104,3148.75,7,263.43,449.82
13759,287,24,653.89,2,143.50,326.94
13760,197,50,286.79,2,98.50,143.39
13761,642,68,1070.65,2,321.00,535.33
13762,0,7,0.00,2,0.00,0.00
13763,725,17,1689.46,2,362.50,844.73
13764,932,183,1516.24,3,310.67,505.41
13767,7258,55,16706.79,38,191.00,439.65
13769,1152,73,2730.79,11,104.73,248.25
13771,1476,114,2628.94,5,295.20,525.79
13772,546,141,1125.17,3,182.00,375.06
13774,192,22,340.04,1,192.00,340.04
13777,12804,40,25745.59,34,376.59,757.22
13778,70,9,178.70,1,70.00,178.70
13780,318,56,353.05,2,159.00,176.53
13781,30,17,122.32,1,30.00,122.32
13782,371,96,902.61,6,61.83,150.43
13784,2493,9,2428.11,11,226.64,220.74
13786,136,7,230.40,1,136.00,230.40
13787,337,24,306.53,2,168.50,153.27
13790,748,45,348.80,1,748.00,348.80
13791,828,7,1047.68,3,276.00,349.23
13792,92,13,193.04,2,46.00,96.52
13798,23514,115,36351.42,58,405.41,626.75
13799,402,32,688.86,2,201.00,344.43
13800,331,33,546.40,1,331.00,546.40
13801,168,23,319.84,1,168.00,319.84
13802,2281,57,3900.51,4,570.25,975.13
13803,121,17,277.07,1,121.00,277.07
13804,1498,124,2614.03,7,214.00,373.43
13805,1900,10,924.60,2,950.00,462.30
13806,56,10,248.10,1,56.00,248.10
13807,36,7,112.60,1,36.00,112.60
13808,782,70,1682.14,5,156.40,336.43
13809,29,11,144.01,1,29.00,144.01
13810,311,32,825.71,4,77.75,206.43
13811,67,7,559.71,4,16.75,139.93
13812,333,33,514.97,3,111.00,171.66
13813,550,54,1265.30,5,110.00,253.06
13814,862,37,1520.36,3,287.33,506.79
13815,2557,132,3774.87,5,511.40,754.97
13816,260,27,493.04,3,86.67,164.35
13817,211,20,358.95,2,105.50,179.47
13819,1109,26,1134.83,3,369.67,378.28
13821,153,51,377.36,2,76.50,188.68
13822,611,90,622.58,2,305.50,311.29
13823,439,39,957.66,2,219.50,478.83
13824,768,34,1698.94,5,153.60,339.79
13826,80,11,167.21,2,40.00,83.61
13827,141,83,388.21,3,47.00,129.40
13828,311,15,209.49,1,311.00,209.49
13829,-12,1,-102.00,1,-12.00,-102.00
13831,745,58,2183.67,6,124.17,363.95
13832,25,3,40.95,2,12.50,20.47
13833,118,28,379.28,1,118.00,379.28
13835,442,48,827.61,4,110.50,206.90
13837,183,17,271.24,2,91.50,135.62
13838,263,144,683.70,4,65.75,170.92
13841,100,1,85.00,1,100.00,85.00
13842,1768,155,3267.38,9,196.44,363.04
13844,196,20,361.62,1,196.00,361.62
13845,182,9,312.98,1,182.00,312.98
13846,383,56,840.95,4,95.75,210.24
13848,3700,3,1255.00,3,1233.33,418.33
13849,1016,97,1526.51,2,508.00,763.26
13850,941,93,1581.79,2,470.50,790.89
13851,1705,77,2651.46,3,568.33,883.82
13853,304,23,1001.90,2,152.00,500.95
13854,2278,39,7869.02,26,87.62,302.65
13856,484,10,363.40,4,121.00,90.85
13858,75,11,216.17,1,75.00,216.17
13859,129,27,201.16,1,129.00,201.16
13860,589,58,1229.71,6,98.17,204.95
13862,1682,97,2187.31,9,186.89,243.03
13863,219,20,295.64,2,109.50,147.82
13865,204,26,487.76,4,51.00,121.94
13866,57,7,145.67,1,57.00,145.67
13867,513,51,1001.49,3,171.00,333.83
13868,1964,32,3189.78,2,982.00,1594.89
13869,1721,234,3089.63,4,430.25,772.41
13870,1320,91,2731.81,9,146.67,303.53
13871,2801,155,6357.68,14,200.07,454.12
13873,138,21,378.94,4,34.50,94.74
13874,180,18,408.89,1,180.00,408.89
13875,1316,79,1778.51,5,263.20,355.70
13876,36,7,118.78,1,36.00,118.78
13877,108,3,117.24,1,108.00,117.24
13878,475,35,1251.55,1,475.00,1251.55
13880,1842,125,3193.17,13,141.69,245.63
13881,10062,72,16893.16,21,479.14,804.44
13882,950,54,1101.26,6,158.33,183.54
13883,1368,110,2495.75,6,228.00,415.96
13884,297,45,778.54,6,49.50,129.76
13885,182,28,495.76,2,91.00,247.88
13886,126,16,238.54,1,126.00,238.54
13887,147,19,349.55,1,147.00,349.55
13888,258,38,594.84,2,129.00,297.42
13889,146,15,416.90,1,146.00,416.90
13890,826,74,1858.10,11,75.09,168.92
13892,983,26,632.97,4,245.75,158.24
13893,190,21,815.58,1,190.00,815.58
13894,339,25,533.21,4,84.75,133.30
13895,1364,97,2582.60,5,272.80,516.52
13897,200,17,311.16,1,200.00,311.16
13898,133,12,155.93,1,133.00,155.93
13899,156,19,377.48,2,78.00,188.74
13900,430,42,733.23,3,143.33,244.41
13901,1739,144,2784.85,5,347.80,556.97
13904,332,24,332.64,2,166.00,166.32
13908,1470,104,2306.08,5,294.00,461.22
13911,2731,120,2569.87,9,303.44,285.54
13914,379,28,613.95,3,126.33,204.65
13917,228,16,272.04,2,114.00,136.02
13918,1140,30,1212.84,2,570.00,606.42
13919,437,24,327.18,3,145.67,109.06
13922,93,7,163.97,1,93.00,163.97
13923,185,20,351.13,1,185.00,351.13
13924,1532,91,1657.12,7,218.86,236.73
13925,327,28,566.01,5,65.40,113.20
13926,104,11,193.89,1,104.00,193.89
13927,214,21,348.99,1,214.00,348.99
13928,129,23,449.13,4,32.25,112.28
13929,139,8,802.85,3,46.33,267.62
13930,274,15,337.34,2,137.00,168.67
13931,721,56,1230.93,3,240.33,410.31
13932,72,16,299.68,1,72.00,299.68
13933,205,23,608.79,2,102.50,304.39
13934,390,31,916.58,1,390.00,916.58
13936,324,26,361.28,2,162.00,180.64
13937,123,9,158.85,1,123.00,158.85
13938,70,7,71.66,1,70.00,71.66
13939,843,43,551.23,4,210.75,137.81
13940,516,39,839.14,4,129.00,209.79
13941,2307,24,4785.37,6,384.50,797.56
13946,443,11,561.57,3,147.67,187.19
13947,44,5,90.60,1,44.00,90.60
13948,40,3,102.00,1,40.00,102.00
13949,2474,124,2427.32,6,412.33,404.55
13950,321,33,679.03,5,64.20,135.81
13951,459,38,657.89,3,153.00,219.30
13952,1425,120,3188.09,3,475.00,1062.70
13953,2724,8,3515.68,7,389.14,502.24
13954,141,24,352.75,3,47.00,117.58
13955,154,33,309.16,2,77.00,154.58
13956,491,123,998.18,5,98.20,199.64
13958,-23,5,-94.17,1,-23.00,-94.17
13959,357,79,598.20,3,119.00,199.40
13960,142,11,230.22,2,71.00,115.11
13962,87,11,149.87,2,43.50,74.94
13963,460,35,664.54,4,115.00,166.14
13967,42,2,80.70,1,42.00,80.70
13969,4483,334,8707.42,19,235.95,458.29
13971,1818,118,2696.70,9,202.00,299.63
13972,187,15,190.25,2,93.50,95.13
13973,109,11,264.70,1,109.00,264.70
13974,249,28,413.59,1,249.00,413.59
13975,1725,240,2503.23,7,246.43,357.60
13976,154,10,357.98,1,154.00,357.98
13978,315,14,196.79,2,157.50,98.40
13979,639,54,869.87,1,639.00,869.87
13980,172,11,195.12,1,172.00,195.12
13982,1132,72,1861.11,5,226.40,372.22
13983,1170,91,1772.12,13,90.00,136.32
13984,271,14,488.03,6,45.17,81.34
13985,3439,108,7012.61,16,214.94,438.29
13986,430,12,320.46,1,430.00,320.46
13988,3025,188,3988.52,7,432.14,569.79
13989,1313,33,1253.68,2,656.50,626.84
13990,190,16,311.30,1,190.00,311.30
13991,996,58,850.63,7,142.29,121.52
13992,64,5,76.80,1,64.00,76.80
13993,892,66,3228.49,10,89.20,322.85
13994,940,122,2294.32,6,156.67,382.39
13995,867,55,1383.49,6,144.50,230.58
13999,2231,102,3865.26,13,171.62,297.33
14000,707,15,633.71,2,353.50,316.86
14001,959,35,2024.81,4,239.75,506.20
14002,877,47,515.05,2,438.50,257.53
14004,2668,102,4492.24,7,381.14,641.75
14005,2478,53,2826.24,5,495.60,565.25
14006,641,22,956.23,3,213.67,318.74
14009,361,42,685.93,3,120.33,228.64
14012,160,11,328.80,1,160.00,328.80
14013,462,30,473.02,3,154.00,157.67
14014,1076,39,505.18,1,1076.00,505.18
14015,378,20,917.34,1,378.00,917.34
14016,2124,154,4017.44,5,424.80,803.49
14019,1034,37,1392.28,4,258.50,348.07
14020,441,37,641.84,2,220.50,320.92
14021,192,22,615.34,3,64.00,205.11
14022,487,28,440.00,1,487.00,440.00
14023,345,30,584.07,2,172.50,292.03
14024,150,16,324.94,2,75.00,162.47
14027,62,6,104.82,1,62.00,104.82
14029,198,15,445.58,2,99.00,222.79
14030,1479,210,1866.27,8,184.88,233.28
14031,5370,121,14451.48,20,268.50,722.57
14032,2008,53,2929.84,12,167.33,244.15
14034,315,82,461.67,4,78.75,115.42
14035,739,41,1423.01,5,147.80,284.60
14036,268,38,618.37,1,268.00,618.37
14037,46,27,147.20,2,23.00,73.60
14038,963,64,1554.48,4,240.75,388.62
14039,92,6,152.20,1,92.00,152.20
14040,1524,147,3497.55,13,117.23,269.04
14041,94,21,141.41,1,94.00,141.41
14044,308,165,605.14,4,77.00,151.28
14045,535,4,1659.75,4,133.75,414.94
14046,460,14,154.99,1,460.00,154.99
14047,377,22,1290.01,6,62.83,215.00
14048,274,84,375.13,2,137.00,187.56
14049,3846,352,5515.63,5,769.20,1103.13
14050,689,49,746.36,2,344.50,373.18
14051,3741,52,15247.21,24,155.88,635.30
14052,89,56,225.36,1,89.00,225.36
14053,215,2,260.25,2,107.50,130.13
14054,62,6,92.46,1,62.00,92.46
14055,216,10,721.72,1,216.00,721.72
14056,4232,321,8100.06,24,176.33,337.50
14057,4708,179,6139.12,18,261.56,341.06
14059,128,8,183.60,1,128.00,183.60
